date,district,cases_new
2020-09-28,mahabubabad,47
2020-09-28,mancherial,25
2020-09-28,medak,12
2020-09-28,medchal malkajigiri,73
2020-09-28,mulugu,18
2020-09-28,nagarkurnool,30
2020-09-28,nalgonda,53
2020-09-28,narayanpet,11
2020-09-28,nirmal,22
2020-09-28,nizamabad,55
2020-09-28,peddapalli,22
2020-09-28,rajanna siricilla,38
2020-09-28,rangareddy,110
2020-09-28,sangareddy,50
2020-09-28,siddipet,61
2020-09-28,suryapet,33
2020-09-28,total,1378
2020-09-28,vikarabad,22
2020-09-28,wanaparthy,25
2020-09-28,warangal rural,21
2020-09-28,warangal urban,58
2020-09-28,yadadri bhonigir,33
2020-09-29,adilabad,19
2020-09-29,bhadradri kothagudem,85
2020-09-29,ghmc,283
2020-09-29,jagityal,43
2020-09-29,jangaon,28
2020-09-29,jayashankar bhupalpally,27
2020-09-29,jogulamba gadwal,21
2020-09-29,kamareddy,44
2020-09-29,karimnagar,109
2020-09-29,khammam,92
2020-09-29,komarambheem asifabad,24
2020-09-29,mahaboobnagar,44
2020-09-29,mahabubabad,60
2020-09-29,mancherial,36
2020-09-29,medak,25
2020-09-29,medchal malkajigiri,160
2020-09-29,mulugu,23
2020-09-29,nagarkurnool,34
2020-09-29,nalgonda,139
2020-09-29,narayanpet,16
2020-09-29,nirmal,26
2020-09-29,nizamabad,72
2020-09-29,peddapalli,49
2020-09-29,rajanna siricilla,53
2020-09-29,rangareddy,161
2020-09-29,sangareddy,32
2020-09-29,siddipet,78
2020-09-29,suryapet,72
2020-09-29,total,2072
2020-09-29,vikarabad,17
2020-09-29,wanaparthy,41
2020-09-29,warangal rural,33
2020-09-29,warangal urban,85
2020-09-29,yadadri bhonigir,41
2020-09-30,adilabad,24
2020-09-30,bhadradri kothagudem,102
2020-09-30,ghmc,298
2020-09-30,jagityal,46
2020-09-30,jangaon,29
2020-09-30,jayashankar bhupalpally,25
2020-09-30,jogulamba gadwal,23
2020-09-30,kamareddy,53
2020-09-30,karimnagar,103
2020-09-30,khammam,93
2020-09-30,komarambheem asifabad,26
2020-09-30,mahaboobnagar,45
2020-09-30,mahabubabad,45
2020-09-30,mancherial,27
2020-09-30,medak,30
2020-09-30,medchal malkajigiri,176
2020-09-30,mulugu,31
2020-09-30,nagarkurnool,32
2020-09-30,nalgonda,141
2020-09-30,narayanpet,8
2020-09-30,nirmal,24
2020-09-30,nizamabad,57
2020-09-30,peddapalli,31
2020-09-30,rajanna siricilla,40
2020-09-30,rangareddy,172
2020-09-30,sangareddy,63
2020-09-30,siddipet,92
2020-09-30,suryapet,51
2020-09-30,total,2103
2020-09-30,vikarabad,24
2020-09-30,wanaparthy,41
2020-09-30,warangal rural,35
2020-09-30,warangal urban,85
2020-09-30,yadadri bhonigir,31
2020-10-01,adilabad,22
2020-10-01,bhadradri kothagudem,99
2020-10-01,ghmc,305
2020-10-01,jagityal,39
2020-10-01,jangaon,24
2020-10-01,jayashankar bhupalpally,24
2020-10-01,jogulamba gadwal,27
2020-10-01,kamareddy,66
2020-10-01,karimnagar,106
2020-10-01,khammam,99
2020-10-01,komarambheem asifabad,22
2020-10-01,mahaboobnagar,44
2020-10-01,mahabubabad,59
2020-10-01,mancherial,33
2020-10-01,medak,28
2020-10-01,medchal malkajigiri,153
2020-10-01,mulugu,24
2020-10-01,nagarkurnool,33
2020-10-01,nalgonda,149
2020-10-01,narayanpet,12
2020-10-01,nirmal,18
2020-10-01,nizamabad,65
2020-10-01,peddapalli,31
2020-10-01,rajanna siricilla,67
2020-10-01,rangareddy,191
2020-10-01,sangareddy,52
2020-10-01,siddipet,80
2020-10-01,suryapet,68
2020-10-01,total,2214
2020-10-01,vikarabad,28
2020-10-01,wanaparthy,38
2020-10-01,warangal rural,37
2020-10-01,warangal urban,131
2020-10-01,yadadri bhonigir,40
2020-10-02,adilabad,18
2020-10-02,bhadradri kothagudem,77
2020-10-02,ghmc,293
2020-10-02,jagityal,32
2020-10-02,jangaon,26
2020-10-02,jayashankar bhupalpally,23
2020-10-02,jogulamba gadwal,25
2020-10-02,kamareddy,63
2020-10-02,karimnagar,114
2020-10-02,khammam,104
2020-10-02,komarambheem asifabad,19
2020-10-02,mahaboobnagar,31
2020-10-02,mahabubabad,43
2020-10-02,mancherial,33
2020-10-02,medak,27
2020-10-02,medchal malkajigiri,173
2020-10-02,mulugu,19
2020-10-02,nagarkurnool,40
2020-10-02,nalgonda,109
2020-10-02,narayanpet,8
2020-10-02,nirmal,26
2020-10-02,nizamabad,63
2020-10-02,peddapalli,29
2020-10-02,rajanna siricilla,52
2020-10-02,rangareddy,171
2020-10-02,sangareddy,55
2020-10-02,siddipet,60
2020-10-02,suryapet,77
2020-10-02,total,2009
2020-10-02,vikarabad,23
2020-10-02,wanaparthy,39
2020-10-02,warangal rural,31
2020-10-02,warangal urban,72
2020-10-02,yadadri bhonigir,34
2020-10-03,adilabad,15
2020-10-03,bhadradri kothagudem,55
2020-10-03,ghmc,285
2020-10-03,jagityal,33
2020-10-03,jangaon,24
2020-10-03,jayashankar bhupalpally,19
2020-10-03,jogulamba gadwal,20
2020-10-03,kamareddy,39
2020-10-03,karimnagar,105
2020-10-03,khammam,79
2020-10-03,komarambheem asifabad,25
2020-10-03,mahaboobnagar,32
2020-10-03,mahabubabad,52
2020-10-03,mancherial,20
2020-10-03,medak,19
2020-10-03,medchal malkajigiri,115
2020-10-03,mulugu,20
2020-10-03,nagarkurnool,23
2020-10-03,nalgonda,103
2020-10-03,narayanpet,12
2020-10-03,nirmal,18
2020-10-03,nizamabad,58
2020-10-03,peddapalli,22
2020-10-03,rajanna siricilla,52
2020-10-03,rangareddy,129
2020-10-03,sangareddy,42
2020-10-03,siddipet,76
2020-10-03,suryapet,60
2020-10-03,total,1718
2020-10-03,vikarabad,24
2020-10-03,wanaparthy,28
2020-10-03,warangal rural,21
2020-10-03,warangal urban,56
2020-10-03,yadadri bhonigir,37
2020-10-04,adilabad,24
2020-10-04,bhadradri kothagudem,71
2020-10-04,ghmc,291
2020-10-04,jagityal,45
2020-10-04,jangaon,31
2020-10-04,jayashankar bhupalpally,24
2020-10-04,jogulamba gadwal,22
2020-10-04,kamareddy,56
2020-10-04,karimnagar,114
2020-10-04,khammam,85
2020-10-04,komarambheem asifabad,16
2020-10-04,mahaboobnagar,31
2020-10-04,mahabubabad,36
2020-10-04,mancherial,30
2020-10-04,medak,29
2020-10-04,medchal malkajigiri,150
2020-10-04,mulugu,28
2020-10-04,nagarkurnool,28
2020-10-04,nalgonda,124
2020-10-04,narayanpet,6
2020-10-04,nirmal,25
2020-10-04,nizamabad,66
2020-10-04,peddapalli,43
2020-10-04,rajanna siricilla,55
2020-10-04,rangareddy,156
2020-10-04,sangareddy,42
2020-10-04,siddipet,76
2020-10-04,suryapet,65
2020-10-04,total,1949
2020-10-04,vikarabad,26
2020-10-04,wanaparthy,25
2020-10-04,warangal rural,32
2020-10-04,warangal urban,63
2020-10-04,yadadri bhonigir,34
2020-10-05,adilabad,17
2020-10-05,bhadradri kothagudem,34
2020-10-05,ghmc,262
2020-10-05,jagityal,23
2020-10-05,jangaon,12
2020-10-05,jayashankar bhupalpally,15
2020-10-05,jogulamba gadwal,15
2020-10-05,kamareddy,21
2020-10-05,karimnagar,83
2020-10-05,khammam,48
2020-10-05,komarambheem asifabad,3
2020-10-05,mahaboobnagar,34
2020-10-05,mahabubabad,33
2020-10-05,mancherial,21
2020-10-05,medak,11
2020-10-05,medchal malkajigiri,91
2020-10-05,mulugu,23
2020-10-05,nagarkurnool,28
2020-10-05,nalgonda,72
2020-10-05,narayanpet,3
2020-10-05,nirmal,22
2020-10-05,nizamabad,38
2020-10-05,peddapalli,22
2020-10-05,rajanna siricilla,27
2020-10-05,rangareddy,137
2020-10-05,sangareddy,69
2020-10-05,siddipet,39
2020-10-05,suryapet,22
2020-10-05,total,1335
2020-10-05,vikarabad,14
2020-10-05,wanaparthy,21
2020-10-05,warangal rural,9
2020-10-05,warangal urban,43
2020-10-05,yadadri bhonigir,23
2020-10-06,adilabad,19
2020-10-06,bhadradri kothagudem,85
2020-10-06,ghmc,292
2020-10-06,jagityal,44
2020-10-06,jangaon,25
2020-10-06,jayashankar bhupalpally,26
2020-10-06,jogulamba gadwal,22
2020-10-06,kamareddy,56
2020-10-06,karimnagar,109
2020-10-06,khammam,117
2020-10-06,komarambheem asifabad,17
2020-10-06,mahaboobnagar,23
2020-10-06,mahabubabad,40
2020-10-06,mancherial,27
2020-10-06,medak,25
2020-10-06,medchal malkajigiri,145
2020-10-06,mulugu,23
2020-10-06,nagarkurnool,24
2020-10-06,nalgonda,105
2020-10-06,narayanpet,14
2020-10-06,nirmal,22
2020-10-06,nizamabad,62
2020-10-06,peddapalli,40
2020-10-06,rajanna siricilla,44
2020-10-06,rangareddy,187
2020-10-06,sangareddy,26
2020-10-06,siddipet,89
2020-10-06,suryapet,75
2020-10-06,total,1983
2020-10-06,vikarabad,25
2020-10-06,wanaparthy,39
2020-10-06,warangal rural,24
2020-10-06,warangal urban,75
2020-10-06,yadadri bhonigir,37
2020-10-07,adilabad,23
2020-10-07,bhadradri kothagudem,92
2020-10-07,ghmc,303
2020-10-07,jagityal,45
2020-10-07,jangaon,23
2020-10-07,jayashankar bhupalpally,25
2020-10-07,jogulamba gadwal,19
2020-10-07,kamareddy,71
2020-10-07,karimnagar,96
2020-10-07,khammam,121
2020-10-07,komarambheem asifabad,16
2020-10-07,mahaboobnagar,40
2020-10-07,mahabubabad,45
2020-10-07,mancherial,39
2020-10-07,medak,29
2020-10-07,medchal malkajigiri,187
2020-10-07,mulugu,25
2020-10-07,nagarkurnool,33
2020-10-07,nalgonda,124
2020-10-07,narayanpet,12
2020-10-07,nirmal,19
2020-10-07,nizamabad,60
2020-10-07,peddapalli,42
2020-10-07,rajanna siricilla,41
2020-10-07,rangareddy,205
2020-10-07,sangareddy,63
2020-10-07,siddipet,78
2020-10-07,suryapet,79
2020-10-07,total,2154
2020-10-07,vikarabad,28
2020-10-07,wanaparthy,31
2020-10-07,warangal rural,28
2020-10-07,warangal urban,74
2020-10-07,yadadri bhonigir,38
2020-10-08,adilabad,38
2020-10-08,bhadradri kothagudem,82
2020-10-08,ghmc,294
2020-10-08,jagityal,25
2020-10-08,jangaon,24
2020-10-08,jayashankar bhupalpally,15
2020-10-08,jogulamba gadwal,28
2020-10-08,kamareddy,39
2020-10-08,karimnagar,97
2020-10-08,khammam,79
2020-10-08,komarambheem asifabad,5
2020-10-08,mahaboobnagar,36
2020-10-08,mahabubabad,55
2020-10-08,mancherial,29
2020-10-08,medak,25
2020-10-08,medchal malkajigiri,154
2020-10-08,mulugu,29
2020-10-08,nagarkurnool,21
2020-10-08,nalgonda,126
2020-10-08,narayanpet,11
2020-10-08,nirmal,18
2020-10-08,nizamabad,49
2020-10-08,peddapalli,33
2020-10-08,rajanna siricilla,31
2020-10-08,rangareddy,211
2020-10-08,sangareddy,42
2020-10-08,siddipet,100
2020-10-08,suryapet,57
2020-10-08,total,1896
2020-10-08,vikarabad,22
2020-10-08,wanaparthy,21
2020-10-08,warangal rural,24
2020-10-08,warangal urban,48
2020-10-08,yadadri bhonigir,28
2020-10-09,adilabad,32
2020-10-09,bhadradri kothagudem,65
2020-10-09,ghmc,285
2020-10-09,jagityal,37
2020-10-09,jangaon,25
2020-10-09,jayashankar bhupalpally,18
2020-10-09,jogulamba gadwal,24
2020-10-09,kamareddy,41
2020-10-09,karimnagar,97
2020-10-09,khammam,72
2020-10-09,komarambheem asifabad,10
2020-10-09,mahaboobnagar,31
2020-10-09,mahabubabad,40
2020-10-09,mancherial,23
2020-10-09,medak,29
2020-10-09,medchal malkajigiri,195
2020-10-09,mulugu,31
2020-10-09,nagarkurnool,24
2020-10-09,nalgonda,128
2020-10-09,narayanpet,13
2020-10-09,nirmal,22
2020-10-09,nizamabad,46
2020-10-09,peddapalli,36
2020-10-09,rajanna siricilla,42
2020-10-09,rangareddy,175
2020-10-09,sangareddy,47
2020-10-09,siddipet,64
2020-10-09,suryapet,39
2020-10-09,total,1891
2020-10-09,vikarabad,23
2020-10-09,wanaparthy,37
2020-10-09,warangal rural,26
2020-10-09,warangal urban,76
2020-10-09,yadadri bhonigir,38
2020-10-10,adilabad,29
2020-10-10,bhadradri kothagudem,81
2020-10-10,ghmc,291
2020-10-10,jagityal,30
2020-10-10,jangaon,31
2020-10-10,jayashankar bhupalpally,2
2020-10-10,jogulamba gadwal,25
2020-10-10,kamareddy,33
2020-10-10,karimnagar,100
2020-10-10,khammam,75
2020-10-10,komarambheem asifabad,11
2020-10-10,mahaboobnagar,42
2020-10-10,mahabubabad,33
2020-10-10,mancherial,21
2020-10-10,medak,24
2020-10-10,medchal malkajigiri,171
2020-10-10,mulugu,26
2020-10-10,nagarkurnool,27
2020-10-10,nalgonda,108
2020-10-10,narayanpet,14
2020-10-10,nirmal,32
2020-10-10,nizamabad,35
2020-10-10,peddapalli,34
2020-10-10,rajanna siricilla,30
2020-10-10,rangareddy,138
2020-10-10,sangareddy,45
2020-10-10,siddipet,63
2020-10-10,suryapet,71
2020-10-10,total,1811
2020-10-10,vikarabad,27
2020-10-10,wanaparthy,35
2020-10-10,warangal rural,32
2020-10-10,warangal urban,62
2020-10-10,yadadri bhonigir,33
2020-10-11,adilabad,21
2020-10-11,bhadradri kothagudem,87
2020-10-11,ghmc,276
2020-10-11,jagityal,22
2020-10-11,jangaon,21
2020-10-11,jayashankar bhupalpally,15
2020-10-11,jogulamba gadwal,16
2020-10-11,kamareddy,34
2020-10-11,karimnagar,104
2020-10-11,khammam,82
2020-10-11,komarambheem asifabad,14
2020-10-11,mahaboobnagar,49
2020-10-11,mahabubabad,32
2020-10-11,mancherial,21
2020-10-11,medak,23
2020-10-11,medchal malkajigiri,131
2020-10-11,mulugu,19
2020-10-11,nagarkurnool,26
2020-10-11,nalgonda,101
2020-10-11,narayanpet,20
2020-10-11,nirmal,19
2020-10-11,nizamabad,53
2020-10-11,peddapalli,28
2020-10-11,rajanna siricilla,22
2020-10-11,rangareddy,132
2020-10-11,sangareddy,59
2020-10-11,siddipet,85
2020-10-11,suryapet,57
2020-10-11,total,1717
2020-10-11,vikarabad,18
2020-10-11,wanaparthy,21
2020-10-11,warangal rural,23
2020-10-11,warangal urban,59
2020-10-11,yadadri bhonigir,27
2020-10-12,adilabad,6
2020-10-12,bhadradri kothagudem,30
2020-10-12,ghmc,228
2020-10-12,jagityal,31
2020-10-12,jangaon,12
2020-10-12,jayashankar bhupalpally,8
2020-10-12,jogulamba gadwal,19
2020-10-12,kamareddy,7
2020-10-12,karimnagar,67
2020-10-12,khammam,24
2020-10-12,komarambheem asifabad,0
2020-10-12,mahaboobnagar,26
2020-10-12,mahabubabad,29
2020-10-12,mancherial,21
2020-10-12,medak,9
2020-10-12,medchal malkajigiri,84
2020-10-12,mulugu,9
2020-10-12,nagarkurnool,23
2020-10-12,nalgonda,46
2020-10-12,narayanpet,1
2020-10-12,nirmal,6
2020-10-12,nizamabad,26
2020-10-12,peddapalli,23
2020-10-12,rajanna siricilla,15
2020-10-12,rangareddy,68
2020-10-12,sangareddy,44
2020-10-12,siddipet,41
2020-10-12,suryapet,22
2020-10-12,total,1021
2020-10-12,vikarabad,9
2020-10-12,wanaparthy,24
2020-10-12,warangal rural,16
2020-10-12,warangal urban,27
2020-10-12,yadadri bhonigir,20
2020-10-13,adilabad,14
2020-10-13,bhadradri kothagudem,97
2020-10-13,ghmc,277
2020-10-13,jagityal,33
2020-10-13,jangaon,21
2020-10-13,jayashankar bhupalpally,23
2020-10-13,jogulamba gadwal,21
2020-10-13,kamareddy,46
2020-10-13,karimnagar,86
2020-10-13,khammam,81
2020-10-13,komarambheem asifabad,8
2020-10-13,mahaboobnagar,33
2020-10-13,mahabubabad,34
2020-10-13,mancherial,31
2020-10-13,medak,30
2020-10-13,medchal malkajigiri,124
2020-10-13,mulugu,29
2020-10-13,nagarkurnool,33
2020-10-13,nalgonda,81
2020-10-13,narayanpet,14
2020-10-13,nirmal,21
2020-10-13,nizamabad,66
2020-10-13,peddapalli,29
2020-10-13,rajanna siricilla,36
2020-10-13,rangareddy,137
2020-10-13,sangareddy,16
2020-10-13,siddipet,65
2020-10-13,suryapet,54
2020-10-13,total,1708
2020-10-13,vikarabad,24
2020-10-13,wanaparthy,26
2020-10-13,warangal rural,32
2020-10-13,warangal urban,61
2020-10-13,yadadri bhonigir,25
2020-10-14,adilabad,16
2020-10-14,bhadradri kothagudem,59
2020-10-14,ghmc,252
2020-10-14,jagityal,32
2020-10-14,jangaon,25
2020-10-14,jayashankar bhupalpally,12
2020-10-14,jogulamba gadwal,21
2020-10-14,kamareddy,43
2020-10-14,karimnagar,74
2020-10-14,khammam,52
2020-10-14,komarambheem asifabad,9
2020-10-14,mahaboobnagar,36
2020-10-14,mahabubabad,22
2020-10-14,mancherial,29
2020-10-14,medak,24
2020-10-14,medchal malkajigiri,131
2020-10-14,mulugu,21
2020-10-14,nagarkurnool,23
2020-10-14,nalgonda,58
2020-10-14,narayanpet,7
2020-10-14,nirmal,19
2020-10-14,nizamabad,39
2020-10-14,peddapalli,30
2020-10-14,rajanna siricilla,29
2020-10-14,rangareddy,135
2020-10-14,sangareddy,50
2020-10-14,siddipet,44
2020-10-14,suryapet,23
2020-10-14,total,1446
2020-10-14,vikarabad,17
2020-10-14,wanaparthy,28
2020-10-14,warangal rural,25
2020-10-14,warangal urban,41
2020-10-14,yadadri bhonigir,20
2020-10-15,adilabad,25
2020-10-15,bhadradri kothagudem,99
2020-10-15,ghmc,244
2020-10-15,jagityal,28
2020-10-15,jangaon,19
2020-10-15,jayashankar bhupalpally,18
2020-10-15,jogulamba gadwal,11
2020-10-15,kamareddy,22
2020-10-15,karimnagar,74
2020-10-15,khammam,91
2020-10-15,komarambheem asifabad,8
2020-10-15,mahaboobnagar,21
2020-10-15,mahabubabad,41
2020-10-15,mancherial,25
2020-10-15,medak,25
2020-10-15,medchal malkajigiri,115
2020-10-15,mulugu,22
2020-10-15,nagarkurnool,13
2020-10-15,nalgonda,74
2020-10-15,narayanpet,4
2020-10-15,nirmal,22
2020-10-15,nizamabad,27
2020-10-15,peddapalli,32
2020-10-15,rajanna siricilla,24
2020-10-15,rangareddy,88
2020-10-15,sangareddy,28
2020-10-15,siddipet,31
2020-10-15,suryapet,53
2020-10-15,total,1432
2020-10-15,vikarabad,15
2020-10-15,wanaparthy,28
2020-10-15,warangal rural,34
2020-10-15,warangal urban,46
2020-10-15,yadadri bhonigir,25
2020-10-16,adilabad,23
2020-10-16,bhadradri kothagudem,95
2020-10-16,ghmc,249
2020-10-16,jagityal,32
2020-10-16,jangaon,22
2020-10-16,jayashankar bhupalpally,15
2020-10-16,jogulamba gadwal,19
2020-10-16,kamareddy,33
2020-10-16,karimnagar,84
2020-10-16,khammam,88
2020-10-16,komarambheem asifabad,8
2020-10-16,mahaboobnagar,21
2020-10-16,mahabubabad,34
2020-10-16,mancherial,27
2020-10-16,medak,24
2020-10-16,medchal malkajigiri,118
2020-10-16,mulugu,21
2020-10-16,nagarkurnool,29
2020-10-16,nalgonda,79
2020-10-16,narayanpet,12
2020-10-16,nirmal,17
2020-10-16,nizamabad,29
2020-10-16,peddapalli,29
2020-10-16,rajanna siricilla,28
2020-10-16,rangareddy,128
2020-10-16,sangareddy,37
2020-10-16,siddipet,49
2020-10-16,suryapet,42
2020-10-16,total,1554
2020-10-16,vikarabad,27
2020-10-16,wanaparthy,28
2020-10-16,warangal rural,30
2020-10-16,warangal urban,53
2020-10-16,yadadri bhonigir,24
2020-10-17,adilabad,8
2020-10-17,bhadradri kothagudem,92
2020-10-17,ghmc,235
2020-10-17,jagityal,29
2020-10-17,jangaon,28
2020-10-17,jayashankar bhupalpally,22
2020-10-17,jogulamba gadwal,11
2020-10-17,kamareddy,34
2020-10-17,karimnagar,65
2020-10-17,khammam,71
2020-10-17,komarambheem asifabad,7
2020-10-17,mahaboobnagar,32
2020-10-17,mahabubabad,24
2020-10-17,mancherial,22
2020-10-17,medak,25
2020-10-17,medchal malkajigiri,101
2020-10-17,mulugu,20
2020-10-17,nagarkurnool,22
2020-10-17,nalgonda,84
2020-10-17,narayanpet,15
2020-10-17,nirmal,24
2020-10-17,nizamabad,32
2020-10-17,peddapalli,28
2020-10-17,rajanna siricilla,30
2020-10-17,rangareddy,104
2020-10-17,sangareddy,32
2020-10-17,siddipet,64
2020-10-17,suryapet,37
2020-10-17,total,1451
2020-10-17,vikarabad,22
2020-10-17,wanaparthy,24
2020-10-17,warangal rural,28
2020-10-17,warangal urban,55
2020-10-17,yadadri bhonigir,24
2020-10-18,adilabad,12
2020-10-18,bhadradri kothagudem,77
2020-10-18,ghmc,249
2020-10-18,jagityal,27
2020-10-18,jangaon,21
2020-10-18,jayashankar bhupalpally,18
2020-10-18,jogulamba gadwal,11
2020-10-18,kamareddy,34
2020-10-18,karimnagar,76
2020-10-18,khammam,78
2020-10-18,komarambheem asifabad,16
2020-10-18,mahaboobnagar,30
2020-10-18,mahabubabad,30
2020-10-18,mancherial,23
2020-10-18,medak,20
2020-10-18,medchal malkajigiri,105
2020-10-18,mulugu,21
2020-10-18,nagarkurnool,24
2020-10-18,nalgonda,75
2020-10-18,narayanpet,3
2020-10-18,nirmal,21
2020-10-18,nizamabad,30
2020-10-18,peddapalli,20
2020-10-18,rajanna siricilla,27
2020-10-18,rangareddy,110
2020-10-18,sangareddy,34
2020-10-18,siddipet,67
2020-10-18,suryapet,28
2020-10-18,total,1436
2020-10-18,vikarabad,25
2020-10-18,wanaparthy,21
2020-10-18,warangal rural,24
2020-10-18,warangal urban,59
2020-10-18,yadadri bhonigir,20
2020-10-19,adilabad,9
2020-10-19,bhadradri kothagudem,56
2020-10-19,ghmc,212
2020-10-19,jagityal,22
2020-10-19,jangaon,11
2020-10-19,jayashankar bhupalpally,7
2020-10-19,jogulamba gadwal,9
2020-10-19,kamareddy,4
2020-10-19,karimnagar,63
2020-10-19,khammam,25
2020-10-19,komarambheem asifabad,0
2020-10-19,mahaboobnagar,11
2020-10-19,mahabubabad,15
2020-10-19,mancherial,9
2020-10-19,medak,6
2020-10-19,medchal malkajigiri,65
2020-10-19,mulugu,14
2020-10-19,nagarkurnool,11
2020-10-19,nalgonda,35
2020-10-19,narayanpet,2
2020-10-19,nirmal,5
2020-10-19,nizamabad,29
2020-10-19,peddapalli,14
2020-10-19,rajanna siricilla,9
2020-10-19,rangareddy,98
2020-10-19,sangareddy,42
2020-10-19,siddipet,54
2020-10-19,suryapet,28
2020-10-19,total,948
2020-10-19,vikarabad,5
2020-10-19,wanaparthy,11
2020-10-19,warangal rural,11
2020-10-19,warangal urban,46
2020-10-19,yadadri bhonigir,10
2020-10-20,adilabad,21
2020-10-20,bhadradri kothagudem,98
2020-10-20,ghmc,235
2020-10-20,jagityal,29
2020-10-20,jangaon,17
2020-10-20,jayashankar bhupalpally,22
2020-10-20,jogulamba gadwal,20
2020-10-20,kamareddy,38
2020-10-20,karimnagar,69
2020-10-20,khammam,89
2020-10-20,komarambheem asifabad,9
2020-10-20,mahaboobnagar,30
2020-10-20,mahabubabad,28
2020-10-20,mancherial,24
2020-10-20,medak,22
2020-10-20,medchal malkajigiri,102
2020-10-20,mulugu,23
2020-10-20,nagarkurnool,31
2020-10-20,nalgonda,82
2020-10-20,narayanpet,8
2020-10-20,nirmal,14
2020-10-20,nizamabad,28
2020-10-20,peddapalli,35
2020-10-20,rajanna siricilla,35
2020-10-20,rangareddy,112
2020-10-20,sangareddy,21
2020-10-20,siddipet,42
2020-10-20,suryapet,44
2020-10-20,total,1486
2020-10-20,vikarabad,18
2020-10-20,wanaparthy,32
2020-10-20,warangal rural,25
2020-10-20,warangal urban,54
2020-10-20,yadadri bhonigir,29
2020-10-21,adilabad,23
2020-10-21,bhadradri kothagudem,87
2020-10-21,ghmc,256
2020-10-21,jagityal,32
2020-10-21,jangaon,16
2020-10-21,jayashankar bhupalpally,31
2020-10-21,jogulamba gadwal,18
2020-10-21,kamareddy,48
2020-10-21,karimnagar,64
2020-10-21,khammam,106
2020-10-21,komarambheem asifabad,12
2020-10-21,mahaboobnagar,32
2020-10-21,mahabubabad,27
2020-10-21,mancherial,24
2020-10-21,medak,32
2020-10-21,medchal malkajigiri,135
2020-10-21,mulugu,25
2020-10-21,nagarkurnool,32
2020-10-21,nalgonda,90
2020-10-21,narayanpet,4
2020-10-21,nirmal,16
2020-10-21,nizamabad,33
2020-10-21,peddapalli,25
2020-10-21,rajanna siricilla,23
2020-10-21,rangareddy,102
2020-10-21,sangareddy,47
2020-10-21,siddipet,53
2020-10-21,suryapet,36
2020-10-21,total,1579
2020-10-21,vikarabad,16
2020-10-21,wanaparthy,27
2020-10-21,warangal rural,25
2020-10-21,warangal urban,59
2020-10-21,yadadri bhonigir,23
2020-10-22,adilabad,12
2020-10-22,bhadradri kothagudem,82
2020-10-22,ghmc,254
2020-10-22,jagityal,27
2020-10-22,jangaon,24
2020-10-22,jayashankar bhupalpally,23
2020-10-22,jogulamba gadwal,22
2020-10-22,kamareddy,30
2020-10-22,karimnagar,54
2020-10-22,khammam,89
2020-10-22,komarambheem asifabad,8
2020-10-22,mahaboobnagar,33
2020-10-22,mahabubabad,25
2020-10-22,mancherial,28
2020-10-22,medak,22
2020-10-22,medchal malkajigiri,98
2020-10-22,mulugu,29
2020-10-22,nagarkurnool,33
2020-10-22,nalgonda,92
2020-10-22,narayanpet,4
