date,ages_11_to_20_female,ages_11_to_20_male,ages_11_to_20_total,ages_21_to_30_female,ages_21_to_30_male,ages_21_to_30_total,ages_31_to_40_female,ages_31_to_40_male,ages_31_to_40_total,ages_41_to_50_female,ages_41_to_50_male,ages_41_to_50_total,ages_51_to_60_female,ages_51_to_60_male,ages_51_to_60_total,ages_61_to_70_female,ages_61_to_70_male,ages_61_to_70_total,ages_71_to_80_female,ages_71_to_80_male,ages_71_to_80_total,ages_81_and_above_female,ages_81_and_above_male,ages_81_and_above_total,ages_upto_10_female,ages_upto_10_male,ages_upto_10_total,total_female,total_male,total_total
2021-09-17,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-09-18,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-09-19,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-09-20,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-09-21,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-09-22,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2020-09-01,2.94,3.57,6.5,8.07,14.52,22.59,7.5,16.97,24.47,6.49,11.75,18.24,5.11,9.28,14.38,2.77,4.46,7.22,0.93,1.6,2.53,0.21,0.37,0.58,1.58,1.9,3.48,35.59,64.41,100.0
2020-09-02,2.94,3.57,6.5,8.07,14.52,22.59,7.5,16.97,24.47,6.49,11.75,18.24,5.11,9.28,14.38,2.77,4.46,7.22,0.93,1.6,2.53,0.21,0.37,0.58,1.58,1.9,3.48,35.59,64.41,100.0
2020-09-03,2.94,3.57,6.5,8.07,14.52,22.59,7.5,16.97,24.47,6.49,11.75,18.24,5.11,9.28,14.38,2.77,4.46,7.22,0.93,1.6,2.53,0.21,0.37,0.58,1.58,1.9,3.48,35.59,64.41,100.0
2020-09-04,2.94,3.57,6.5,8.07,14.52,22.59,7.5,16.97,24.47,6.49,11.75,18.24,5.11,9.28,14.38,2.77,4.46,7.22,0.93,1.6,2.53,0.21,0.37,0.58,1.58,1.9,3.48,35.59,64.41,100.0
2020-09-05,2.94,3.57,6.5,8.07,14.52,22.59,7.5,16.97,24.47,6.49,11.75,18.24,5.11,9.28,14.38,2.77,4.46,7.22,0.93,1.6,2.53,0.21,0.37,0.58,1.58,1.9,3.48,35.59,64.41,100.0
2020-09-06,2.94,3.57,6.5,8.07,14.52,22.59,7.5,16.97,24.47,6.49,11.75,18.24,5.11,9.28,14.38,2.77,4.46,7.22,0.93,1.6,2.53,0.21,0.37,0.58,1.58,1.9,3.48,35.59,64.41,100.0
2020-09-08,2.94,3.57,6.5,8.07,14.52,22.59,7.5,16.97,24.47,6.49,11.75,18.24,5.11,9.28,14.38,2.77,4.46,7.22,0.93,1.6,2.53,0.21,0.37,0.58,1.58,1.9,3.48,35.59,64.41,100.0
2020-09-09,2.94,3.57,6.5,8.07,14.52,22.59,7.5,16.97,24.47,6.49,11.75,18.24,5.11,9.28,14.38,2.77,4.46,7.22,0.93,1.6,2.53,0.21,0.37,0.58,1.58,1.9,3.48,35.59,64.41,100.0
2020-09-10,2.94,3.57,6.5,8.07,14.52,22.59,7.5,16.97,24.47,6.49,11.75,18.24,5.11,9.28,14.38,2.77,4.46,7.22,0.93,1.6,2.53,0.21,0.37,0.58,1.58,1.9,3.48,35.59,64.41,100.0
2020-09-11,3.67,5.05,8.72,8.91,15.33,24.24,7.97,15.54,23.51,6.84,10.65,17.49,5.15,7.55,12.7,2.62,3.95,6.57,0.86,1.26,2.12,0.18,0.25,0.43,1.97,2.26,4.23,38.17,61.83,100.0
2020-09-12,3.67,5.05,8.72,8.91,15.33,24.24,7.97,15.54,23.51,6.84,10.65,17.49,5.15,7.55,12.7,2.62,3.95,6.57,0.86,1.26,2.12,0.18,0.25,0.43,1.97,2.26,4.23,38.17,61.83,100.0
2020-09-13,3.67,5.05,8.72,8.91,15.33,24.24,7.97,15.54,23.51,6.84,10.64,17.48,5.15,7.55,12.7,2.62,3.95,6.57,0.86,1.26,2.12,0.18,0.25,0.43,1.97,2.26,4.23,38.17,61.83,100.0
2020-09-14,3.67,5.05,8.72,8.91,15.33,24.24,7.97,15.54,23.51,6.84,10.64,17.48,5.15,7.55,12.7,2.62,3.95,6.57,0.86,1.26,2.12,0.18,0.25,0.43,1.97,2.26,4.23,38.17,61.83,100.0
2020-09-15,3.67,5.05,8.72,8.91,15.33,24.24,7.97,15.54,23.51,6.84,10.64,17.48,5.15,7.55,12.7,2.62,3.95,6.57,0.86,1.26,2.12,0.18,0.25,0.43,1.97,2.26,4.23,38.17,61.83,100.0
2020-09-16,3.67,5.05,8.72,8.91,15.33,24.24,7.97,15.54,23.51,6.84,10.64,17.48,5.15,7.55,12.7,2.62,3.95,6.57,0.86,1.26,2.12,0.18,0.25,0.43,1.97,2.26,4.23,38.17,61.83,100.0
2020-09-17,3.67,5.05,8.72,8.91,15.33,24.24,7.97,15.54,23.51,6.84,10.64,17.48,5.15,7.55,12.7,2.62,3.95,6.57,0.86,1.26,2.12,0.18,0.25,0.43,1.97,2.26,4.23,38.17,61.83,100.0
2020-09-18,3.67,5.05,8.72,8.91,15.33,24.24,7.97,15.54,23.51,6.84,10.64,17.48,5.15,7.55,12.7,2.62,3.95,6.57,0.86,1.26,2.12,0.18,0.25,0.43,1.97,2.26,4.23,38.17,61.83,100.0
2020-09-19,3.67,5.05,8.72,8.91,15.33,24.24,7.97,15.54,23.51,6.84,10.64,17.48,5.15,7.55,12.7,2.62,3.95,6.57,0.86,1.26,2.12,0.18,0.25,0.43,1.97,2.26,4.23,38.17,61.83,100.0
2020-09-20,3.67,5.05,8.72,8.91,15.33,24.24,7.97,15.54,23.51,6.84,10.64,17.48,5.15,7.55,12.7,2.62,3.95,6.57,0.86,1.26,2.12,0.18,0.25,0.43,1.97,2.26,4.23,38.17,61.83,100.0
2020-09-21,3.67,5.05,8.72,8.91,15.33,24.24,7.97,15.54,23.51,6.84,10.64,17.48,5.15,7.55,12.7,2.62,3.95,6.57,0.86,1.26,2.12,0.18,0.25,0.43,1.97,2.26,4.23,38.17,61.83,100.0
2020-09-22,3.67,5.05,8.72,8.91,15.33,24.24,7.97,15.54,23.51,6.84,10.64,17.48,5.15,7.55,12.7,2.62,3.95,6.57,0.86,1.26,2.12,0.18,0.25,0.43,1.97,2.26,4.23,38.17,61.83,100.0
2020-09-24,3.67,5.05,8.72,8.91,15.33,24.24,7.97,15.54,23.51,6.84,10.64,17.48,5.15,7.55,12.7,2.62,3.95,6.57,0.86,1.26,2.12,0.18,0.25,0.43,1.97,2.26,4.23,38.17,61.83,100.0
2020-09-25,3.67,5.05,8.72,8.91,15.33,24.24,7.97,15.54,23.51,6.84,10.64,17.48,5.15,7.55,12.7,2.62,3.95,6.57,0.86,1.26,2.12,0.18,0.25,0.43,1.97,2.26,4.23,38.17,61.83,100.0
2020-09-26,3.67,5.05,8.72,8.91,15.33,24.24,7.97,15.54,23.51,6.84,10.64,17.48,5.15,7.55,12.7,2.62,3.95,6.57,0.86,1.26,2.12,0.18,0.25,0.43,1.97,2.26,4.23,38.17,61.83,100.0
2020-09-27,3.67,5.05,8.72,8.91,15.33,24.24,7.97,15.54,23.51,6.84,10.64,17.48,5.15,7.55,12.7,2.62,3.95,6.57,0.86,1.26,2.12,0.18,0.25,0.43,1.97,2.26,4.23,38.17,61.83,100.0
2020-09-28,3.67,5.05,8.72,8.91,15.33,24.24,7.97,15.54,23.51,6.84,10.64,17.48,5.15,7.55,12.7,2.62,3.95,6.57,0.86,1.26,2.12,0.18,0.25,0.43,1.97,2.26,4.23,38.17,61.83,100.0
2020-09-29,3.87,5.08,8.95,8.85,14.99,23.83,8.13,14.99,23.12,6.85,10.33,17.18,5.2,7.74,12.95,2.71,4.18,6.89,0.89,1.48,2.37,0.26,0.29,0.55,1.97,2.21,4.18,38.72,61.28,100.0
2020-09-30,3.87,5.08,8.95,8.85,14.99,23.83,8.13,14.99,23.12,6.85,10.33,17.18,5.2,7.74,12.95,2.71,4.18,6.89,0.89,1.48,2.37,0.26,0.29,0.55,1.97,2.21,4.18,38.72,61.28,100.0
2020-10-01,3.87,5.08,8.95,8.85,14.99,23.83,8.13,14.99,23.12,6.85,10.33,17.18,5.2,7.74,12.95,2.71,4.18,6.89,0.89,1.48,2.37,0.26,0.29,0.55,1.97,2.21,4.18,38.72,61.28,100.0
2020-10-02,3.87,5.08,8.95,8.85,14.99,23.83,8.13,14.99,23.12,6.85,10.33,17.18,5.2,7.74,12.95,2.71,4.18,6.89,0.89,1.48,2.37,0.26,0.29,0.55,1.97,2.21,4.18,38.72,61.28,100.0
2020-10-03,3.87,5.08,8.95,8.85,14.99,23.83,8.13,14.99,23.12,6.85,10.33,17.18,5.2,7.74,12.95,2.71,4.18,6.89,0.89,1.48,2.37,0.26,0.29,0.55,1.97,2.21,4.18,38.72,61.28,100.0
2020-10-04,3.87,5.08,8.95,8.85,14.99,23.83,8.13,14.99,23.12,6.85,10.33,17.18,5.2,7.74,12.95,2.71,4.18,6.89,0.89,1.48,2.37,0.26,0.29,0.55,1.97,2.21,4.18,38.72,61.28,100.0
2020-10-05,3.87,5.08,8.95,8.85,14.99,23.83,8.13,14.99,23.12,6.85,10.33,17.18,5.2,7.74,12.95,2.71,4.18,6.89,0.89,1.48,2.37,0.26,0.29,0.55,1.97,2.21,4.18,38.72,61.28,100.0
2020-10-18,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2020-10-20,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-02-20,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-02-21,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-02-22,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-02-23,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-02-24,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-02-25,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-05-01,5.0,5.6,10.5,8.2,13.4,21.6,7.4,14.2,21.6,6.5,11.0,17.6,5.7,8.8,14.5,3.0,4.8,7.8,1.0,1.9,2.9,0.3,0.5,0.8,1.3,1.4,2.7,38.5,61.5,100.0
2021-08-05,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-08-06,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-09-24,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-09-25,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-09-27,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-09-28,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-09-29,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-09-30,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-10-01,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-10-02,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-10-03,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-10-04,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-10-05,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-10-06,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-10-07,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-10-08,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-10-09,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-10-10,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-10-11,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-10-12,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-10-13,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-10-14,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-10-15,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-10-16,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-10-17,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-10-19,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-10-20,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-10-21,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-10-22,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-10-23,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-10-25,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-10-26,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-10-27,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-10-28,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-11-13,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-11-14,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-11-15,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-11-16,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-11-18,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-11-19,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-11-20,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-11-21,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-11-22,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-11-23,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-11-24,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-11-25,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-11-26,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-11-27,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-11-28,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-11-29,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-12-01,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-12-02,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
