date,icu_patients_today,icu_patients_today_districts,ventilator_patients_today,ventilator_patients_today_districts,discharged_patients_today,discharged_patients_today_districts,deaths_today,deaths_today_districts
2021-01-22,5,"Amritsar-2, Faridkot-3)",2,Amritsar-2),217,"Ludhiana-37,Jalandhar-17, Patiala-9,SAS Nagar-38,Amritsar-10, Gurdaspur-10, Bathinda-6, Hoshiarpur-6, Ferozepur-2, Pathankot-6,Sangrur-6, Kapurthala-12,Faridkot-24, Mukatsar-9, Ropar-1, FG Sahib-4, Barnala-2, SBS Nagar-13, Mansa-5)",8,"Amritsar-1, Hoshiarpur-1, Jalandhar-2, Ludhiana-2, Tarn Taran-2)"
2021-01-23,1,Patiala-1),0,,232,"Ludhiana-20,Jalandhar-28, Patiala-45,SAS Nagar-63,Amritsar-9, Gurdaspur-4, Bathinda-1,Hoshiarpur-8, Ferozepur-1, Pathankot-4,Sangrur-1, Kapurthala-11, Fazilka-2, Ropar-7, FG Sahib-4, Tarn Taran-7, SBS Nagar-13,  Mansa-4)",10,"Faridkot-1, Gurdaspur-2, Hoshiarpur-1, Jalandhar-1, Ludhiana-2, SAS Nagar-2, Patiala-1)"
2021-01-24,0,,0,,232,"Ludhiana-64,Jalandhar-28, Patiala-40,SAS Nagar-36,Amritsar-10, Gurdaspur-7, Hoshiarpur-2, Pathankot-3,Sangrur-5, Kapurthala-7, Faridkot-8,Fazilka-1, Muktsar-2, Ropar-11, FG Sahib-1, SBS Nagar-6, Mansa-1)",2,"Gurdaspur-1, SAS Nagar-1)"
2021-01-26,1,Amritsar-1),3,"Amritsar-1, Faridkot-1, SAS Nagar-1)",164,"Ludhiana-20, Jalandhar-17, Patiala-25,SAS Nagar-60, Amritsar-7, Gurdaspur-5, Bathinda-5, Hoshiarpur-5, Pathankot-3,Sangrur-3, Fazilka-4, Ropar-7, Mansa-3)",11,"Bathinda-2, Fazilka-1, Faridkot-1, Gurdaspur-1, Hoshiarpur-1, Jalandhar-1, Ludhiana-2,    Muktsar-1, Patiala-1)"
2021-01-27,9,"Amritsar-1, SAS Nagar-3, Ludhiana-5)",2,"Amritsar-1, Ludhiana-1)",204,"Ludhiana-11, Jalandhar-19, Patiala-12,SAS Nagar-84,Amritsar-13, Gurdaspur-4, Hoshiarpur-3, Ferozepur-2, Pathankot-1,Sangrur-2, Kapurthala-8, Faridkot-9, Mukatsar-5, Ropar-3, FG Sahib-14, Barnala-3, Tarn Taran-4, SBS Nagar-6,Mansa-1)",10,"Amritsar-3, Ludhiana-2, SAS Nagar-1, Patiala-2, Tarn Taran-2)"
2021-01-28,1,Faridkot-1),4,"Amritsar-2, SAS Nagar-1, Patiala-1)",192,"Ludhiana-57, Jalandhar-14, Patiala-10, SAS Nagar-32, Amritsar-11, Gurdaspur-11, Hoshiarpur-22, Ferozepur-1, Pathankot-5, Sangrur-3, Kapurthala-2,  Mukatsar-1, Fazilka-2, Ropar-5, FG Sahib-6, Tarn Taran-8, SBS Nagar-1, Mansa-1)",9,"Bathinda-1, Gurdaspur-1, Hoshiarpur-1, Jalandhar-1, SAS Nagar-3, Ropar-2)"
2021-01-29,0,,1,Patiala-1),208,"Ludhiana-37, Jalandhar-27, Patiala-22,SAS Nagar-41, Amritsar-17, Gurdaspur-8, Bathinda-19, Hoshiarpur-4, Pathankot-7,Kapurthala-2, Faridkot-1, Mukatsar-5, Fazilka-2, Ropar-4, FG Sahib-2, Barnala-1, SBS Nagar-9)",11,"Ferozepur-1, Gurdaspur-1, Hoshiarpur-4, Jalandhar-1, Kapurthala-1, Ludhiana-1, Mansa-1, Patiala-1)"
2021-01-30,2,Faridkot-2),0,,146,"Ludhiana-2, Jalandhar-22, Patiala-11,SAS Nagar-42, Amritsar-8, Gurdaspur-13, Hoshiarpur-8, Pathankot-4,Kapurthala-12, Faridkot-5, Mukatsar-1, Ropar-6,FG Sahib-5, Barnala-1, SBS Nagar-6)",8,"Amritsar-2, Gurdaspur-1, Hoshiarpur-1, Jalandhar-1, Ludhiana-3)"
2021-01-31,2,Faridkot-2),3,Patiala-3),242,"Ludhiana-71, Jalandhar-28, Patiala-21,SAS Nagar-40, Amritsar-8, Gurdaspur-14, Bathinda-15, Hoshiarpur-17, Pathankot-1, Sangrur-2, Kapurthala-2, Faridkot-1, Fazilka-5, FG    Sahib-3, Barnala-4, SBS Nagar-10)",6,"Amritsar-1, Jalandhar-2, Ludhiana-1, SAS Nagar-2)"
2021-02-01,4,"Amritsar-1, Patiala-3)",5,"Ludhiana-2, Faridkot-2, SAS Nagar-1)",220,"Ludhiana-29, Jalandhar-16, Patiala-21,SAS Nagar-37, Amritsar-9, Gurdaspur-4, Bathinda-8, Hoshiarpur-11, Pathankot-1, Sangrur-3,Kapurthala-22, Faridkot-14, Moga-12, Ropar-10, FG Sahib-3, Tarn Taran-2, SBS Nagar-17, Mansa-1)",1,Jalandhar-1)
2021-02-02,3,"SAS Nagar-1, Patiala-2)",1,Ludhiana-1),171,"Ludhiana-26, Jalandhar-20, Patiala-16, SAS Nagar-29, Amritsar-10, Gurdaspur-8, Bathinda-23, Hoshiarpur-1, Ferozepur-3, Pathankot-8, Sangrur-2, Kapurthala-7, Fazilka-1, Faridkot-8, Moga-1, FG Sahib-4, Barnala-1, SBS Nagar-2, Mansa-1)",12,"Amritsar-1, Bathinda-2, Faridkot-2, Fazilka-1, Jalandhar-1, SAS Nagar-3, Patiala-1, Ropar-1)"
2021-02-03,1,Patiala-1),3,"Ludhiana-1, Faridkot-1, Patiala-1)",179,"Ludhiana-26, Jalandhar-15, Patiala-8,SAS Nagar-53, Amritsar-8, Gurdaspur-3, Bathinda-9, Hoshiarpur-6, Ferozepur-2, Pathankot-2, Sangrur-6,Kapurthala-5, Mukatsar-3, Ropar-3, FG Sahib-4, Barnala-2, Tarn Taran-5, SBS Nagar-16, Mansa-3)",5,"Hoshiarpur-1, Jalandhar-1, SAS Nagar-1, Kapurthala-1, Ropar-1)"
2021-02-04,1,SAS Nagar-1),0,,160,"Ludhiana-31, Jalandhar-4, Patiala-31,SAS Nagar-34, Amritsar-9, Gurdaspur-14,Hoshiarpur-5, Pathankot-4,Kapurthala-5, Faridkot-10, FG Sahib-3, SBS Nagar-9, Mansa-1)",7,"Barnala-1, Bathinda-1, Ludhiana-3, Patiala-1, Ropar-1)"
2021-02-05,0,,1,Amritsar-1),214,"Ludhiana-41, Jalandhar-21, Patiala-13,SAS Nagar-43, Amritsar-13, Gurdaspur-4,Bathinda-31, Hoshiarpur-7, Ferozepur-1, Pathankot-1,Sangrur-2, Kapurthala-16, Barnala-3, Tarn Taran-5, SBS Nagar-10, Mansa-3)",4,"Amritsar-1, Jalandhar-1, SAS Nagar-1, Tarn Taran-1)"
2021-02-06,2,Patiala-2),0,,166,"Ludhiana-45, Jalandhar-18, Patiala-12, SAS Nagar-37, Amritsar-10, Gurdaspur-3, Bathinda-11, Hoshiarpur-4, Pathankot-1, Kapurthala-4, Fazika-1, Ropar-7, Tarn Taran-2, SBS Nagar-9, Mansa-2)",6,"Amritsar-1, Jalandhar-1, Ludhiana-2, SAS Nagar-1, Patiala-1)"
2021-02-07,1,Faridkot-1),1,Patiala-1),185,"Ludhiana-30, Jalandhar-23, Patiala-12,SAS Nagar-43, Amritsar-9, Gurdaspur-2,Hoshiarpur-3, Pathankot-1, Sangrur-1, Kapurthala-17, Faridkot-20, Mukatsar-3, Fazika-4, FG Sahib-4, SBS Nagar-12, Mansa-1)",2,"Faridkot-1, Hoshiarpur-1)"
2021-02-08,1,SAS Nagar-1),3,"Faridkot-1, Ludhiana-1, Patiala-1)",245,"Ludhiana-45, Jalandhar-23, Patiala-25,SAS Nagar-33, Amritsar-7, Gurdaspur-7,Bathinda-38, Hoshiarpur-19, Ferozepur-1, Pathankot-2,Sangrur-4, Kapurthala-6, Faridkot-9, Mukatsar-1, Fazika-1, Ropar-9, FG Sahib-2, Barnala-2, SBS Nagar-9, Mansa-2)",11,"Amritsar-1, Faridkot-1, Hoshiarpur-3, Jalandhar-4 Ludhiana-1, SAS Nagar-1)"
2021-02-09,1,Jalandhar-1),0,,212,"Ludhiana-44, Jalandhar-40, Patiala-22,SAS Nagar-39, Amritsar-12, Gurdaspur-1, Hoshiarpur-3, Ferozepur-2, Sangrur-4, Kapurthala-11, Faridkot-4, Mukatsar-7, Fazika-1, Ropar-6, FG Sahib-2, Barnala-3, SBS Nagar-10,    Mansa-1)",8,"Bathinda-1, FG Sahib-1, Gurdaspur-1, Hoshiarpur-1, SAS Nagar-2, Sangrur-1, Tarn Taran-1)"
2021-02-10,4,"Jalandhar-2, Ludhiana-1, SAS Nagar-1)",0,,180,"Ludhiana-47, Jalandhar-21, Patiala-6,SAS Nagar-34, Amritsar-9, Gurdaspur-2,Hoshiarpur-16, Ferozepur-2, Sangrur-1, Kapurthala-2, Faridkot-4, Fazika-3, Moga-11, Ropar-1, FG Sahib-3, SBS Nagar-16, Mansa-2)",14,"Faridkot-1, Gurdaspur-5, Hoshiarpur-1, Jalandhar-3, Kapurthala-1, Ludhiana-1, Patiala-1, Ropar-1)"
2021-02-11,5,"Faridkot-2, Ludhiana-2, Ropar-1)",0,,187,"Ludhiana-36, Jalandhar-28, Patiala-31,SAS Nagar-27, Amritsar-6, Gurdaspur-3,Bathinda-6, Ferozepur-1, Pathankot-2, Kapurthala-2, Faridkot-4, Fazika-1, Ropar-5, FG Sahib-1, Barnala-2, Tarn Taran-1, SBS Nagar-28, Mansa-3)",7,"Ferozepur-1, Hoshiarpur-1, Jalandhar-1, Kapurthala-1, Ludhiana-1, SAS Nagar-2)"
2021-02-12,1,Faridkot-1),1,Patiala),162,"Ludhiana-26, Jalandhar-28, Patiala-17,SAS Nagar-14, Amritsar-7, Gurdaspur-3,Bathinda-9, Hoshiarpur-19, Ferozepur-3, Pathankot-2, Sangrur-6, Kapurthala-7, Mukatsar-3, Faridkot-1, Fazika-1, FG Sahib-9, Tarn Taran-1, SBS Nagar-6)",8,"Amritsar-1, Hoshiarpur-1, Jalandhar-1, Ludhiana-3, SAS Nagar-1, Tarn Taran-1)"
2021-02-13,0,,0,,221,"Ludhiana-61, Jalandhar-24, Patiala-15,SAS Nagar-28, Amritsar-13, Gurdaspur-14,Bathinda-13, Hoshiarpur-4, Ferozepur-1, Sangrur-2, Kapurthala-8, Faridkot-3, Mukatsar-1, Fazilka-1, Ropar-5, Barnala-2, SBS Nagar-26)",4,"Hoshiarpur-2, Jalandhar-1, Ludhiana-1)"
2021-02-14,2,Amritsar),1,Ludhiana),204,"Ludhiana-37, Jalandhar-17, Patiala-12,SAS Nagar-19, Amritsar-10, Gurdaspur-8,Bathinda-18, Hoshiarpur-24, Sangrur-12, Kapurthala-8, Faridkot-3, Mukatsar-2, Fazilka-1, Ropar-3, Barnala-5, SBS Nagar-23, Mansa-2)",3,"Hoshiarpur-1, Jalandhar-1, Patiala-1)"
2021-02-15,2,"Amritsar-1, Faridkot-1)",2,"SAS Nagar-1, Faridkot-1)",217,"Ludhiana-32, Jalandhar-21, Patiala-13,SAS Nagar-22, Amritsar-9, Gurdaspur-7,Bathinda-5, Hoshiarpur-14, Ferozeputr-3, Pathankot-2, Kapurthala-34, Moga-15, Ropar-6, FG Sahib-8, Barnala-1, SBS Nagar-24, Mansa-1)",10,"Bathinda-1, Hoshiarpur-2,SAS Nagar-2, Ropar-1, SBS Nagar-4)"
2021-02-16,3,"Amritsar-2, Jalandhar-1)",0,,198,"Ludhiana-22, Jalandhar-24, Patiala-15,SAS Nagar-35, Amritsar-13, Gurdaspur-11, Bathinda-7, Hoshiarpur-4, Pathankot-2, Kapurthala-8, Faridkot-7, Mukatsar-2, Fazilka-1, FG Sahib-6, SBS Nagar-40, Mansa-1)",5,"Ludhiana-1, Hoshiarpur-2, SAS Nagar-1, Patiala-1)"
2021-02-17,2,"Faridkot-1, Ludhiana-1)",2,Ludhiana-2),179,"Ludhiana-19, Jalandhar-11, Patiala-7,SAS Nagar-30, Amritsar-17, Gurdaspur-1, Bathinda-4, Hoshiarpur-17, Pathankot-4, Sangrur-6, Kapurthala-10, Faridkot-2, Mukatsar-1, Fazilka-4, Ropar-24, FG Sahib-8, Barnala-2, SBS Nagar-12)",10,"Amritsar-1, Faridkot-1, Ferozepur-1, Ludhiana-1, Hoshiarpur-1, Sangrur-1, SBS Nagar-2, Tarn Taran-2)"
2021-02-19,3,"Amritsar-1, Patiala-2)",0,,214,"Ludhiana-34, Jalandhar-28, Patiala-13,SAS Nagar-18, Amritsar-13, Gurdaspur-13, Hoshiarpur-8, Pathankot-1, Sangrur-1, Kapurthala-16, Faridkot-3, Fazilka-1, Ropar-1, FG Sahib-8, Barnala-1,Tarn Taran-8, SBS Nagar-47)",8,"Amritsar-1, Bathinda-1, Gurdaspur-1, Jalandhar-1, Kapurthala-2, Mansa-1, SBS Nagar-1)"
2021-02-20,8,"Jalandhar-5, Patiala-3)",1,Jalandhar-1),264,"Ludhiana-71, Jalandhar-14, Patiala-8,SAS Nagar-22, Amritsar-15, Gurdaspur-12,Bathinda-17, Hoshiarpur-18, Ferozepur-8, Pathankot-2, Sangrur-2, Kapurthala-18, Faridkot-1, Mukatsar-3, Fazilka-2, Moga-6, FG Sahib-8, Tarn Taran-3, SBS Nagar-31, Mansa-3)",8,"Amritsar-1, Fazilka-1, Jalandhar-2, Kapurthala-2, Ropar-1, SAS Nagar-1)"
2021-02-21,5,Amritsar-5),1,Amritsar-1),206,"Ludhiana-23, Jalandhar-13, Patiala-14,SAS Nagar-14, Amritsar-18, Gurdaspur-6,Bathinda-10, Hoshiarpur-12, Pathankot-3, Sangrur-3, Kapurthala-7, Muktsar-1,     Ropar-10, FG Sahib-5, Barnala-1, Tarn Taran-3, SBS Nagar-62, Mansa-1)",6,"Hoshiarpur-1, Jalandhar-2, Ludhiana-2, Tarn Taran-1)"
2021-02-22,2,"SAS Nagar-1, Patiala-1)",1,SAS Nagar-1),225,"Ludhiana-27, Jalandhar-18, Patiala-14,SAS Nagar-23, Amritsar-17, Gurdaspur-8,Bathinda-2, Hoshiarpur-17, Pathankot-3, Kapurthala-9, Faridkot-22, Muktsar-4, Fazilka-1, Moga-2, Ropar-5, FG Sahib-2, Barnala-3, Tarn Taran-5, SBS Nagar-42, Mansa-1)",15,"Amritsar-1, Bathinda-1, Ferozepur-1, Gurdaspur-2, Hoshiarpur-2, Jalandhar-3, Ludhiana-3, Patiala-1, Tarn Taran-1)"
2021-02-23,6,"Amritsar-2, Jalandhar-3,SAS Nagar-1)",0,,276,"Ludhiana-55, Jalandhar-25, Patiala-13,SAS Nagar-25, Amritsar-16, Gurdaspur-10,Bathinda-1, Hoshiarpur-11, Ferozepur-1, Pathankot-3, Kapurthala-11, Faridkot-8, Muktsar-2, Fazilka-1, Ropar-6, FG Sahib-8, Barnala-1,SBS Nagar-78, Mansa-1)",10,"Hoshiarpur-1, Ludhiana-2, Mansa-1, SAS Nagar-1, Pathankot-1, Patiala-1, SBS Nagar-3)"
2021-02-24,5,"Amritsar-2, Jalandhar-1,SAS Nagar-2)",1,Amritsar-1),248,"Ludhiana-26, Jalandhar-35, Patiala-25,SAS Nagar-14, Amritsar-12, Gurdaspur-8,Bathinda-4, Hoshiarpur-17, Ferozepur-2, Sangrur-2, Kapurthala-7, Muktsar-8, Fazilka-2, Ropar-5, Barnala-9,Tarn Taran-2, SBS Nagar-68, Mansa-2)",8,"Amritsar-2, Ferozepur-1,Hoshiarpur-2, Jalandhar-1, Kapurthala-2)"
2021-02-25,5,"Amritsar-4, Patiala-1)",2,Ludhiana-2),278,"Ludhiana-46, Jalandhar-46, Patiala-24,SAS Nagar-19, Amritsar-18, Gurdaspur-12,Bathinda-8, Hoshiarpur-31, Ferozepur-3, Pathankot-6, Sangrur-7, Kapurthala-16, Faridkot-4, Fazilka-1, Ropar-1, FG Sahib-6, Barnala-4,Tarn Taran-1, SBS Nagar-22, Mansa-3)",13,"Jalandhar-2, Hoshiarpur-5, SAS Nagar-1, Patiala-2, SBS Nagar-3)"
2021-02-27,1,Jalandhar-1),0,,368,"Ludhiana-37, Jalandhar 49, Patiala-33,SAS Nagar-31, Amritsar-19, Gurdaspur-3, Bathinda-17, Hoshiarpur-27, Pathankot-2, Sangrur-1, Kapurthala-40, Faridkot-5, Fazilka-1, Ropar-4, FG Sahib-5, SBS Nagar-94)",11,"Hoshiarpur-4, Ludhiana-3, Mansa-1, Patiala-2, Tarn Taran-1)"
2021-02-28,0,,0,,376,"Ludhiana-62, Jalandhar-58,Patiala-30,SAS Nagar-30, Amritsar-20, Gurdaspur-8, Bathinda-6,Hoshiarpur-42,Pathankot-6, Sangrur-6, Kapurthala-25, Faridkot-4, Mukatsar-9, Moga-18, FG Sahib-6,Barnala-1, SBS Nagar-44, Mansa-1)",7,"Amritsar-2, Ferozepur-1, Gurdaspur-1, Hoshiarpur-1, Jalandhar-2)"
2021-03-01,6,"Jalandhar-2, Ludhiana-1, Patiala-2, Faridkot-1)",1,Patiala-1),394,"Ludhiana-53, Jalandhar-38,Patiala-32,SAS Nagar-16, Amritsar-16, Gurdaspur-7, Bathinda-7, Hoshiarpur-43, Ferozepur-3, Pathankot-5, Sangrur-4, Kapurthala-84, Faridkot-6, Mukatsar-3, Ropar-15, FG Sahib-1,Barnala-1, Tarn Taran-4, SBS Nagar-56)",18,"Amritsar-2, Hoshiarpur-3, Kapurthala-1, Ludhiana-1, SAS Nagar-1, Pathankot-1, Patiala-2, Sangrur-1, SBS Nagar-6)"
2021-03-02,6,"Ludhiana-2, Patiala-4)",0,,374,"Ludhiana-49, Jalandhar-39,Patiala-39,SAS Nagar-18, Amritsar-35, Gurdaspur-14, Bathinda-6, Hoshiarpur-19, Ferozepur-6, Pathankot-2, Sangrur-1, Kapurthala-44, Fazilka-1, Moga-28, FG Sahib-3,Tarn Taran-4, SBS Nagar-66)",10,"Amritsar-3, Gurdaspur-2, Jalandhar-2, SAS Nagar-1, Patiala-1, Ropar-1)"
2021-03-03,4,"Amritsar-1, Jalandhar-1, SAS Ngar-2)",5,"Ludhian-3, Amritsar-2)",365,"Ludhiana-38, Jalandhar-51,Patiala-12,SAS Nagar-21, Amritsar-51, Gurdaspur-3, Bathinda-4, Hoshiarpur-56, Ferozepur-3, Pathankot-3, Sangrur-10, Kapurthala-10, Fridkot-5, Muktsar-3, Fazilka-1, Ropar-11, FG Sahib-4,Tarn Taran-7, SBS Nagar-72)",12,"Hoshiarpur-1, Jalandhar-4, Kapurthala-1, Ludhiana-1, SBS Nagar-5)"
2021-03-04,9,"Jalandhar-3, SAS Ngar-1, Patiala-3, Faridkot-2)",3,"Ludhian-2, Faridkot-1)",385,"Ludhiana-77, Jalandhar-43,Patiala-39,SAS Nagar-19, Amritsar-47, Gurdaspur-7, Bathinda-12, Hoshiarpur-42, Ferozepur-1, Pathankot-4, Sangrur-4, Kapurthala-44, Faridkot-9, Muktsar-4, Fazilka-1, Moga-4, FG Sahib-1,Barnala-1, SBS Nagar-23, Mansa-3)",15,"Hoshiarpur-4, Jalandhar-5, Kapurthala-1, Ludhiana-3, Patiala-1, SBS Nagar-1)"
2021-03-05,5,Jalandhar-5),1,Ludhian-1),400,"Ludhiana-82, Jalandhar-59,Patiala-45,SAS Nagar-17, Amritsar-55, Gurdaspur-14, Bathinda-11, Hoshiarpur-74, Ferozepur-2, Pathankot-3, Sangrur-6, Kapurthala-15, Muktsar-3, Ropar-7, FG Sahib-3, Tarn Taran-2, Mansa-2)",11,"Amritsar-1, Gurdaspur-1, Jalandhar-3, SAS Nagar-2, Patiala-3, Ropar-1)"
2021-03-06,4,"Amritsar-3, SAS Nagar-1)",5,"Ludhiana-2, Patiala-3)",644,"Ludhiana-49, Jalandhar-66,Patiala-57,SAS Nagar-23, Amritsar-44, Gurdaspur-22, Hoshiarpur-62, Pathankot-2, Sangrur-3, Kapurthala-113, Faridkot-5, Muktsar-1, Moga-13, Ropar-9, FG Sahib-6, Barnala-2, SBSNagar-166, Mansa-1)",12,"Amritsar-1, Ferozepur-1, Hoshiarpur-1, Jalandhar-3, Ludhiana-2, Patiala-2, SBS Nagar-1, Tarn Taran-1)"
2021-03-07,2,"Amritsar-1, Faridkot-1)",0,,693,"Ludhiana-184, Jalandhar-67,Patiala-42,SAS Nagar-26, Amritsar-60, Gurdaspur-19, Bathinda-5, Hoshiarpur-57, Ferozepur-2, Pathankot-6, Sangrur-26, Kapurthala-42, Faridkot-5, Muktsar-1, Fazilka-4, Ropar-23, FG Sahib-15, Tarn Taran-1, SBSNagar-107, Mansa-1)",17,"Gurdaspur-1, Jalandhar-5, SAS Nagar-2, Mukatsar-2, Patiala-1, SBS Nagar-6)"
2021-03-08,11,"Faridkot-4, Jalandhar-5, SAS Nagar-2)",4,"Amritsar-1, Faridkot-1, Ludhiana-2)",692,"Ludhiana-45, Jalandhar-81,Patiala-51,SAS Nagar-244, Amritsar-45, Gurdaspur-15, Bathinda-46, Hoshiarpur-16, Pathankot-2, Sangrur-8, Kapurthala-10, Faridkot-4, Muktsar-8, Fazilka-4, Moga-15, FG Sahib-6, SBSNagar-92)",14,"Amritsar-1, Bathinda-1, Hoshiarpur-1, Jalandhar-7, Ludhiana-2, SBS Nagar-2)"
2021-03-09,13,"Amritsar-6, Patiala-7)",8,"Patiala-5, Ludhiana-3)",505,"Ludhiana-29, Jalandhar-106,Patiala-47,SAS Nagar-2, Amritsar-45, Gurdaspur-11, Bathinda-15, Hoshiarpur-83, Ferozepur-13, Pathankot-5, Sangrur-8, Kapurthala-31, Faridkot-4, Muktsar-1, Fazilka-2, Ropar-8, FG Sahib-16, SBS Nagar-77, Mansa-2)",20,"Amritsar-5, Hoshiarpur-5, Jalandhar-6, Ludhiana-3, SAS Nagar-1)"
2021-03-10,11,"Amritsar-4, Jalandhar-6, Ludhiana-1)",0,,496,"Ludhiana-13, Jalandhar-71,Patiala-22,SAS Nagar-60, Amritsar-52, Gurdaspur-15, Bathinda-3, Hoshiarpur-112, Ferozepur-3, Pathankot-3, Sangrur-16, Kapurthala-10, Faridkot-1, Muktsar-1, Fazilka-3, Ropar-6, FG Sahib-2, Tarn Taran-49, SBSNagar-53, Mansa-1)",17,"Amritsar-2, Bathinda-1, FG Sahib-1, Gurdaspur-1, Hoshiarpur-2, Jalandhar-4, Ludhiana-3, SAS Nagar-1, Patiala-1, Tarn Taran-1)"
2021-03-11,6,"Amritsar-3, Faridkot-1, Ludhiana-2)",1,Amritsar-1),620,"Ludhiana-210, Jalandhar-65,Patiala-57,SAS Nagar-5, Amritsar-60, Gurdaspur-44, Bathinda-12, Hoshiarpur-58, Ferozepur-16, Pathankot-14, Sangrur-14, Faridkot-2, Muktsar-4, Fazilka-2, FG Sahib-18, Barnala-2, SBSNagar-29, Mansa-8)",18,"Amritsar-2, Hoshiarpur-8, Jalandhar-5, Ludhiana-2, Patiala-1)"
2021-03-12,19,"Amritsar-10, Patiala-9)",5,"Faridkot-1, Ludhiana-2, Jalandhar-1, Patiala-1)",991,"Ludhiana-142, Jalandhar-93,Patiala-52,SAS Nagar-165, Amritsar-52, Gurdaspur-25, Bathinda-23, Hoshiarpur-30, Ferozepur-11, Pathankot-12, Sangrur-18, Kapurthala-187, Faridkot-18, Muktsar-2, Fazilka-1, Moga-14, FG Sahib-6, Barnala-1, Tarn Taran-9, SBS Nagar-128, Mansa-2)",34,"Amritsar-5, Fazilka-1, Gurdaspur-2, Hoshiarpur-5, Jalandhar-6, Kapurthala-3, Ludhiana-1, SAS Nagar-6, Ropar-1, Sangrur-1, SBS Nagar-1, Tarn Taran-2)"
2021-03-13,8,Jalandhar-8),6,"Amritsar-3, Patiala-3)",1024,"Ludhiana-175, Jalandhar-91,Patiala-72,SAS Nagar-64, Amritsar-60, Gurdaspur-25, Bathinda-15, Hoshiarpur-240, Ferozepur-9, Pathankot-9, Sangrur-22, Kapurthala-111, Faridkot-18, Muktsar-2, Fazilka-4, Ropar-55, FG Sahib-7, Tarn Taran-4, SBSNagar-40, Mansa-1)",22,"Amritsar-2, Ferozepur-1, Hoshiarpur-2, Jalandhar-6, Ludhiana-3, SAS Nagar-3, Mukatsar-1, Patiala-4)"
2021-03-14,13,"Amritsar-8, Jalandhar-3, Faridkot-2)",10,"Ludhiana-4, Patiala-6)",839,"Ludhiana-27, Patiala-104,SAS Nagar-83, Amritsar-52, Gurdaspur-32,Hoshiarpur-141, Ferozepur-4, Pathankot-16, Sangrur-5, Kapurthala-91, Muktsar-2, Fazilka-5, Moga-18, Ropar-9, FG Sahib-19, Tarn Taran-20, SBSNagar-210, Mansa-1)",20,"Hoshiarpur-2, Sangrur-3, Jalandhar-7, SAS Nagar-1, Kapurthala-1, Patiala-4, Tarn Taran-2)"
2021-03-15,0,,4,"Amritsar-3, Fridkot-1)",1399,"Ludhiana-129, Jalandhar-393, Patiala-85, SAS Nagar-184, Amritsar-42, Gurdaspur-50, Bathinda-50, Hoshiarpur-18, Ferozepur-12, Pathankot-11, Sangrur-43, Kapurthala-80, Faridkot-26, Muktsar-3, Fazilka-2, Moga-44, Ropar-21, FG Sahib-20, Barnala-3, Tarn Taran-6, SBS Nagar-168, Mansa-9)",27,"Amritsar-2, Gurdaspur-1, Hoshiarpur-8, Jalandhar-1, SAS Nagar-1, Kapurthala-2, Ludhiana-4, Mukatsar-1, Ropar-1, SBS Nagar-5, Tarn Taran-1)"
2021-03-16,16,"Jalandhar-4, Ludhiana-3, Patiala-9)",2,Patiala-2),751,"Ludhiana-107, Jalandhar-110, Patiala-67,SAS Nagar-83, Amritsar-72, Gurdaspur-55, Bathinda-38, Ferozepur-8, Pathankot-10, Sangrur-8, Kapurthala-75, Faridkot-5, Muktsar-6, Fazilka-6, Ropar-13, FG Sahib-13, Barnala-2, Tarn Taran-2, SBS Nagar-60, Mansa-11)",38,"Amritsar-4, Ferozepur-1, Gurdaspur-2, Hoshiarpur-3, Jalandhar-9, Ludhiana-6, Muktsar-2, Patiala-3, SAS Nagar-4, SBS Nagar-4)"
2021-03-17,8,"Amritsar-5, Jalandhar-1, Ludhiana-1, Faridkot-1)",6,"Amritsar-3, Ludhiana-3)",1274,"Ludhiana-81, Jalandhar-156, Patiala-84,SAS Nagar-89, Amritsar-104, Gurdaspur-52,Hoshiarpur-340, Ferozepur-20, Pathankot-5, Sangrur-9, Kapurthala-135, Faridkot-6, Muktsar-2, Fazilka-13, Moga-7, FG Sahib-8, Barnala-1, Tarn Taran-21, SBS Nagar-138, Mansa-3)",35,"Amritsar-1, Gurdaspur-2, Hoshiarpur-5, Jalandhar-7, Kapurthala-2, Ludhiana-5, Patiala-2, SAS Nagar-1, Sangrur-1, SBS Nagar-6, Tarn Taran-3)"
2021-03-18,2,"Patiala-1, Faridkot-1)",1,Ludhiana-1),1291,"Ludhiana-133, Patiala-88,SAS Nagar-117, Amritsar-78, Gurdaspur-94,Bathinda-50, Hoshiarpur-271, Ferozepur-20, Pathankot-17, Sangrur-19, Kapurthala-28, Faridkot-16, Muktsar-2, Fazilka-7, Moga-18, Ropar-133, FG Sahib-33, Barnala-2, Tarn Taran-6, SBS Nagar-157, Mansa-2)",32,"Amritsar-4, Barnala-1, Gurdaspur-2, Hoshiarpur-8, Jalandhar-6, Kapurthala-1, Ludhiana-4, Patiala-1, Ropar-2, Sangrur-1, SBS Nagar-2)"
