date,district,containment,population_contained
2021-05-25,amritsar,kot atma ram near upsc gali 1-6,150
2021-05-25,amritsar,navi abaadi verka,416
2021-05-25,amritsar,new green field(mustfabad),80
2021-05-25,amritsar,new jawahar nagar(gopal nagar),550
2021-05-25,amritsar,parkash vihar(mustfabad),150
2021-05-25,amritsar,pati mansoor di(sultanwind),350
2021-05-25,amritsar,ram nagar colony(haripura),360
2021-05-25,amritsar,rose avenue,75
2021-05-25,amritsar,sathiala(baba bakala),319
2021-05-25,amritsar,shashtri nagar(lawarnce road),110
2021-05-25,amritsar,shiv nagar (islamabad),300
2021-05-25,amritsar,sus nagar bazar no 3 (jodh nagar),510
2021-05-25,amritsar,sus nagar bazar no 5 (jodh nagar),550
2021-05-25,amritsar,tilak nagar,325
2021-05-25,barnala,16 acre barnala,450
2021-05-25,barnala,havelli patti tapa,112
2021-05-25,barnala,village mehta eara darjia wala mohala,350
2021-05-25,bathinda,"anant anaath ashram, nathana",21
2021-05-25,bathinda,"sidhu patti, main gali (area of house no s-25 to s-32), village aklia, bhagta",120
2021-05-25,faridkot,duariana road/ patel nagar kotkapura,230
2021-05-25,faridkot,"goppi wali gali , ghudo patti jaito",115
2021-05-25,faridkot,mata rani wali gali jaito,0
2021-05-25,faridkot,"patwarian wala mohalla, kotkapura",250
2021-05-25,fatehgarh sahib,"dhobian mohalla, bassi pathana",85
2021-05-25,fatehgarh sahib,gilzian mohalla bassi pathana,95
2021-05-25,fatehgarh sahib,vill bagrian chk,110
2021-05-25,fatehgarh sahib,vill dadiana npk,120
2021-05-25,fatehgarh sahib,vill damheri npk,105
2021-05-25,fatehgarh sahib,"vill ferozpur talania, npk",110
2021-05-25,fatehgarh sahib,vill sampla npk,115
2021-05-25,fatehgarh sahib,vill shamaspur khamano,120
2021-05-25,fazilika,village arni wala,659
2021-05-25,fazilika,village bhagu,86
2021-05-25,fazilika,village ghallu,151
2021-05-25,ferozepur,basti guru karam singh ghs,0
2021-05-25,ferozepur,basti tanka wali fzr city,180
2021-05-25,ferozepur,bazar no. 3 fzr cantt,100
2021-05-25,ferozepur,bhagat singh colony fzr city,0
2021-05-25,ferozepur,chakk kandhe shah guruharsahai,62
2021-05-25,ferozepur,chakk nidhana guruharsahai,0
2021-05-25,ferozepur,ghumar mandi fzr cantt,180
2021-05-25,ferozepur,golden enclave fzr,76
2021-05-25,ferozepur,housing board colony fzr,87
2021-05-25,ferozepur,jhok harihar mamdot,250
2021-05-25,ferozepur,mohan ke hithar ghs,0
2021-05-25,ferozepur,nurpur setha mamdot,0
2021-05-25,ferozepur,railway basti block ghs,0
2021-05-25,ferozepur,railway colony fzr,80
2021-05-25,ferozepur,rao ke hittar mamdot,158
2021-05-25,ferozepur,vill chuhar khilchi mamdot,180
2021-05-25,ferozepur,vill hamad wala kassoana,0
2021-05-25,ferozepur,vill mohan ke uttar ghs,0
2021-05-25,ferozepur,vill piareana ferozshah,140
2021-05-25,ferozepur,vill satiye wala fzh,148
2021-05-25,ferozepur,village bajidpur fzh,120
2021-05-25,ferozepur,village hajara singh wala mamdot,200
2021-05-25,ferozepur,village khai pheme ki mamdot,128
2021-05-25,ferozepur,village sner kassoana,78
2021-05-25,ferozepur,village talwandi nepala kassoana,98
2021-05-25,gurdaspur,achli gate batala,524
2021-05-25,gurdaspur,"awankha, behrampur",435
2021-05-25,gurdaspur,dharampura colony batala,586
2021-05-25,gurdaspur,"gandhi nagar camp, batala",365
2021-05-25,gurdaspur,geeta bhawan gsp,440
2021-05-25,gurdaspur,jail road gsp,240
2021-05-25,gurdaspur,"krishna gali no 3, dhariwal",163
2021-05-25,gurdaspur,"mohalla faizpura, batala",352
2021-05-25,gurdaspur,"paniar, behrampur",320
2021-05-25,gurdaspur,shastri nagar batala,503
2021-05-25,gurdaspur,"sohal, block nms",1276
2021-05-25,gurdaspur,thathiari gate batala,521
2021-05-25,gurdaspur,"withwan, block bham",63
2021-05-25,hoshiarpur,adamwal,815
2021-05-25,hoshiarpur,bassi gulam hussain,965
2021-05-25,hoshiarpur,birampur,534
2021-05-25,hoshiarpur,haler,536
2021-05-25,hoshiarpur,hardokhanpur,1075
2021-05-25,hoshiarpur,kandhala sheikhan,310
2021-05-25,hoshiarpur,langeri,519
2021-05-25,hoshiarpur,nangal kalal,525
2021-05-25,hoshiarpur,rakri,550
2021-05-25,hoshiarpur,rasulpur,465
2021-05-25,jalandhar,"gali no. 2, ravidass nagar, near ravidass gurdwara maqsudan",297
2021-05-25,jalandhar,"h.no. 108 to 117, near swarn park, salempur road, gadaipur, jalandhar",50
2021-05-25,jalandhar,"h.no. 13  to 45, ,near durga shakti mandir, deol nagar, jalandhar",96
2021-05-25,jalandhar,"h.no. 16  to 40, madhuban colony,near dispensary bawa khel jalandhar",126
2021-05-25,jalandhar,"jeevan singh ke dere, near jhangi peer, patokalan, shahkot,",20
2021-05-25,kapurthala,"bhandal bet near backside of sen.sec. school, kala sanghian",680
2021-05-25,kapurthala,"bhullarai, gali no.01 & 02, panchhat",156
2021-05-25,kapurthala,"khui wala mohalla, nawan pind, kapurthala",450
2021-05-25,kapurthala,"onkar nagar, gali no.7, phagwara",700
2021-05-25,kapurthala,"preet nagar near markfed chowk, kapurthala",500
2021-05-25,kapurthala,"sidhwan dona, kala sanghian, kapurthala",600
2021-05-25,kapurthala,"village sant nagar panchhat, kapurthala",306
2021-05-25,ludhiana,"# 1,10,15,65 star ccolony, vill- manakwal, ldh",296
2021-05-25,ludhiana,"# 50 farm house, janpath villa, jhamat, ldh",350
2021-05-25,ludhiana,"#68 kvm cvolony, ashok vihar, ludhiana",134
2021-05-25,ludhiana,"101 passi nagar, pakhowal road, ludhiana",2880
2021-05-25,ludhiana,"203 new sundar nagar, firozpur road, near aman park, ludhiana",1052
2021-05-25,ludhiana,"2228-2284 issa nagar, ludhiana",520
2021-05-25,ludhiana,"271 civil city, near chandar nagar, ludhiana",254
2021-05-25,ludhiana,"303-342 dr. sham singh road, ldh",620
2021-05-25,ludhiana,303-a to 379-a model town ext. ludhiana,546
2021-05-25,ludhiana,"3119 new tagore nagar, ludhiana",548
2021-05-25,ludhiana,"3685 to 3875 sec 32-a, chandigarh road, ludhiana",760
2021-05-25,ludhiana,"37-a rajguru nagar, ludhiana",1170
2021-05-25,ludhiana,"44- jamalpur colony, focal point, ludhiana",2272
2021-05-25,ludhiana,"49/14 q sandeep nagar, near jain school, bharat nagar, ludhiana",395
2021-05-25,ludhiana,"65-82-166 block -e, kitchlu nagar, ldh",357
2021-05-25,ludhiana,"73-a raj guru nagar, ludhiana",1115
2021-05-25,ludhiana,"750-774 patel nagar, civil lilnes, ldh",177
2021-05-25,ludhiana,"81-93, 250-280 model town ext. ludhiana",351
2021-05-25,ludhiana,"837-887 islam ganj, ludhiana",510
2021-05-25,ludhiana,"9-10 g ashok vihar, rishi nagar, ludhiana",178
2021-05-25,ludhiana,"b-1/21/402 stno -4, new kundan puri, ludhiana",267
2021-05-25,ludhiana,"block - b brs nagar, ludhiana",1191
2021-05-25,ludhiana,"block - c brs nagar, ludhiana",483
2021-05-25,ludhiana,"block - d brs nagar, ludhiana",1017
2021-05-25,ludhiana,"isher singh nagar flats, pakhowal road, ludhian",600
2021-05-25,ludhiana,"kunj vihar, jassian road,  st no-2/1, 5, near tarsem hospital, ludhiana",360
2021-05-25,ludhiana,"partap colony, model gram , ludhiana",300
2021-05-25,ludhiana,"sanjay gandi colony, tajpur road, ludhiana",816
2021-05-25,ludhiana,"st no -3, shiva ji nagar, ludhiana",264
2021-05-25,ludhiana,"st no 6-7-8 new janta nagar, ludhiana",1850
2021-05-25,ludhiana,"vill- bhutta, dehlon, ludhiana",135
2021-05-25,ludhiana,"vill- devatwal, block sudhar, ludhiana",2345
2021-05-25,ludhiana,"vill- lalheri, khanna",565
2021-05-25,ludhiana,"vill- lalton, pakhowal, ludhiana",6070
2021-05-25,ludhiana,"vill- rurka, dehlon, ludhiana",373
2021-05-25,ludhiana,"ward no-4, payal, ludhiana",997
2021-05-25,ludhiana,—,0
2021-05-25,mansa,lakhiwal,148
2021-05-25,mansa,ward no. 17 mansa,110
2021-05-25,mansa,"ward no. 9, boha, block budhlada",918
2021-05-25,moga,baghapurana,800
2021-05-25,mohali,adarsh nagar derabassi,1500
2021-05-25,mohali,college colony derabassi,850
2021-05-25,mohali,"rehmat home,kishanpura",1200
2021-05-25,muktsar sahib,ekta nagar malout,589
2021-05-25,muktsar sahib,firni hari ke kalan ( khokhar road to bhuttiwala road),151
2021-05-25,muktsar sahib,gaushala st. tibbi sahib road. sms,200
2021-05-25,muktsar sahib,green valley malout,212
2021-05-25,muktsar sahib,guru duwara sahib and dharmshala ghumiara,380
2021-05-25,muktsar sahib,guru nanak nagri ward no 23 malout,450
2021-05-25,muktsar sahib,"kabarwala road, near seva kendar, and heath center backside, vill. burj sidhwan,",240
2021-05-25,muktsar sahib,lachman colony st. no 4 gidderbaha,170
2021-05-25,muktsar sahib,near gass agency badal,125
2021-05-25,muktsar sahib,near guruduwara sahib vpo sarawan bodla,280
2021-05-25,muktsar sahib,"tarkhan wala road, near chappad, vpo udang",0
2021-05-25,muktsar sahib,wadhwa street gidderbaha,110
2021-05-25,muktsar sahib,ward no 3 mandi bariwala,480
2021-05-25,pathankot,haibat pindi,46
2021-05-25,patiala,"bhadson, sirhind road to shitla mata mandir area, patiala.",90
2021-05-25,patiala,"street no. 1, sekhon colony, samana patiala near ravidaas gurudwara road.",17
2021-05-25,patiala,"vill. ajnauda kalan, block bhadson, teh nabha, patiala.",300
2021-05-25,patiala,"vill. dulladi, block bhadson, tehsil nabha, patiala.",113
2021-05-25,patiala,"vill. ghaggar sarai, block harapalpur, shambu, patiala.",80
2021-05-25,patiala,"vill. mandwal, block kalomajra, patiala",173
2021-05-25,patiala,"village bolar kallan, block dudhan sadhan, patiala.",0
2021-05-25,patiala,"village jindalpur, block bhadson, teh.  nabha.",0
2021-05-25,patiala,"village mehmudpur jattan block kauli, tehsil, patiala.",0
2021-05-25,ropar,agampur (aps),288
2021-05-25,ropar,barahampur (nangal),210
2021-05-25,ropar,vill. kotla tapprian,92
2021-05-25,ropar,vill.bhagwantpur (ropar),125
2021-05-25,ropar,vill.mohiwal(aps),80
2021-05-25,sangrur,gtb near mansa devi mandir dhuri,45
2021-05-25,sangrur,ravidasiya street dharamshala lane,98
2021-05-25,sbs nagar,"ward no.3, balachaur",14
2021-05-25,sbs nagar,"ward no.8, balachaur",21
2021-05-26,amritsar,azad road azadnagar,587
2021-05-26,amritsar,bhalewalakhoo(haripura),220
2021-05-26,amritsar,bhalla colony,550
2021-05-26,amritsar,dam ganjmaseetwaligali(haripura),105
2021-05-26,amritsar,dayananadnagargali no 3(basant avenue),60
2021-05-26,amritsar,east mohan nagar block b chamrang road,390
2021-05-26,amritsar,fatehghar,156
2021-05-26,amritsar,galigoosaianwali (fatahpur),360
2021-05-26,amritsar,galirollianwali(katrakaramsingh),550
2021-05-26,amritsar,gawalmandigali no 12,100
2021-05-26,amritsar,gopal nagar (ajnala),268
2021-05-26,amritsar,greenfield(gopalnagar),220
2021-05-26,amritsar,gumtala,520
2021-05-26,amritsar,guru amardassave,75
2021-05-26,amritsar,hukamsingh road,280
2021-05-26,amritsar,jagdamby colony(gopalnagar),500
2021-05-26,amritsar,jandpeer(esi),450
2021-05-26,amritsar,jattawaligali near gurdwara(fatahpur),300
2021-05-26,amritsar,judge nagar (esi chheharta),500
2021-05-26,amritsar,kotatma ram near upsc gali 1-6,150
2021-05-26,amritsar,naviabaadiverka,416
2021-05-26,amritsar,new green field(mustfabad),80
2021-05-26,amritsar,new jawaharnagar(gopalnagar),550
2021-05-26,amritsar,patimansoor di(sultanwind),350
2021-05-26,amritsar,ram nagar colony(haripura),360
2021-05-26,amritsar,rose avenue,75
2021-05-26,amritsar,sathiala(baba bakala),319
2021-05-26,amritsar,shashtrinagar(lawarnce road),110
2021-05-26,amritsar,shiv nagar (islamabad),300
2021-05-26,amritsar,sus nagar bazar no 3 (jodhnagar),510
2021-05-26,amritsar,sus nagar bazar no 5 (jodhnagar),550
2021-05-26,amritsar,tilaknagar,325
2021-05-26,barnala,16 acre barnala,450
2021-05-26,barnala,havelli patti tapa,112
2021-05-26,barnala,village mehta earadarjiawalamohala,350
2021-05-26,bathinda,"anantanaath ashram, nathana",21
2021-05-26,bathinda,"sidhu patti, main gali (area of house no s-25 to s-32), village aklia, bhagta",120
2021-05-26,faridkot,duariana road/ patel nagar kotkapura,230
2021-05-26,faridkot,"goppiwaligali , ghudo patti jaito",115
2021-05-26,faridkot,mata rani waligalijaito,0
2021-05-26,faridkot,"patwarianwalamohalla, kotkapura",250
2021-05-26,fatehgarh sahib,"dhobian mohalla, bassi pathana",85
2021-05-26,fatehgarh sahib,gilzian mohalla bassi pathana,95
2021-05-26,fatehgarh sahib,vill bagrian chk,110
2021-05-26,fatehgarh sahib,vill dadiana npk,120
2021-05-26,fatehgarh sahib,vill damheri npk,105
2021-05-26,fatehgarh sahib,"vill ferozpur talania, npk",110
2021-05-26,fatehgarh sahib,vill sampla npk,115
2021-05-26,fatehgarh sahib,vill shamaspur khamano,120
2021-05-26,fazilika,villdaultpura,50
2021-05-26,fazilika,villharipura,88
2021-05-26,ferozepur,basti guru karam singh ghs,0
2021-05-26,ferozepur,basti tanka walifzr city,180
2021-05-26,ferozepur,bazar no. 3 fzrcantt,100
2021-05-26,ferozepur,bhagat singh colony fzr city,0
2021-05-26,ferozepur,chakkkandhe shah guruharsahai,62
2021-05-26,ferozepur,chakknidhanaguruharsahai,0
2021-05-26,ferozepur,ghumarmandifzrcantt,180
2021-05-26,ferozepur,golden enclave fzr,76
2021-05-26,ferozepur,housing board colony fzr,87
2021-05-26,ferozepur,jhokhariharmamdot,250
2021-05-26,ferozepur,mohan kehitharghs,0
2021-05-26,ferozepur,nurpursethamamdot,0
2021-05-26,ferozepur,railway basti block ghs,0
2021-05-26,ferozepur,railway colony fzr,80
2021-05-26,ferozepur,raokehittarmamdot,158
2021-05-26,ferozepur,vill mohan ke uttar ghs,0
2021-05-26,ferozepur,village bajidpurfzh,120
2021-05-26,ferozepur,village hajara singh walamamdot,200
2021-05-26,ferozepur,village khaipheme ki mamdot,128
2021-05-26,ferozepur,village snerkassoana,78
2021-05-26,ferozepur,village talwandinepalakassoana,98
2021-05-26,ferozepur,villchuharkhilchimamdot,180
2021-05-26,ferozepur,villhamadwalakassoana,0
2021-05-26,ferozepur,villpiareanaferozshah,140
2021-05-26,ferozepur,villsatiyewalafzh,148
2021-05-26,gurdaspur,achli gate batala,524
2021-05-26,gurdaspur,"awankha, behrampur",435
2021-05-26,gurdaspur,dharampura colony batala,586
2021-05-26,gurdaspur,"gandhi nagar camp, batala",365
2021-05-26,gurdaspur,geetabhawangsp,440
2021-05-26,gurdaspur,jail road gsp,240
2021-05-26,gurdaspur,"mohallafaizpura, batala",352
2021-05-26,gurdaspur,"paniar, behrampur",320
2021-05-26,gurdaspur,shastri nagar batala,503
2021-05-26,gurdaspur,"sohal, block nms",1276
2021-05-26,gurdaspur,thathiari gate batala,521
2021-05-26,gurdaspur,"withwan, block bham",63
2021-05-26,hoshiarpur,bassigulamhussain,965
2021-05-26,hoshiarpur,chagarhwa,528
2021-05-26,hoshiarpur,haler,536
2021-05-26,hoshiarpur,kandhalasheikhan,310
2021-05-26,hoshiarpur,nangalkalal,525
2021-05-26,hoshiarpur,rakri,550
2021-05-26,hoshiarpur,rampur sainian,640
2021-05-26,hoshiarpur,rasulpur,465
2021-05-26,jalandhar,"# 1,10,15,65 star ccolony, vill- manakwal,ldh",296
2021-05-26,jalandhar,"# 50 farm house, janpath villa, jhamat, ldh",350
2021-05-26,jalandhar,"#68 kvmcvolony, ashok vihar, ludhiana",134
2021-05-26,jalandhar,"203 new sundar nagar, firozpur road, nearaman park, ludhiana",1052
2021-05-26,jalandhar,208/13/1 model town near harkishan publicschool block d,0
2021-05-26,jalandhar,"2228-2284 issa nagar, ludhiana",520
2021-05-26,jalandhar,"271 civil city, near chandar nagar, ludhiana",254
2021-05-26,jalandhar,"303-342 dr. sham singh road, ldh",620
2021-05-26,jalandhar,"37-a rajguru nagar, ludhiana",1170
2021-05-26,jalandhar,"49/14 q sandeep nagar, near jain school,bharat nagar, ludhiana",395
2021-05-26,jalandhar,"65-82-166 block -e, kitchlu nagar, ldh",357
2021-05-26,jalandhar,"750-774 patel nagar, civil lilnes, ldh",177
2021-05-26,jalandhar,96 joshi enclave jassian road ldh,0
2021-05-26,jalandhar,"block - b brs nagar, ludhiana",1191
2021-05-26,jalandhar,"gali no. 2, ravidass nagar, nearravidassgurdwaramaqsudan",297
2021-05-26,jalandhar,"h.no. 108 to 117, near swarn park, salempurroad, gadaipur, jalandhar",50
2021-05-26,jalandhar,"h.no. 13to 45,,near durga shakti mandir,deolnagar, jalandhar",96
2021-05-26,jalandhar,"h.no. 16to 40, madhubancolony,neardispensary bawakheljalandhar",126
2021-05-26,jalandhar,"h.no. 254-275, opp. sarpanch house,nangalkarar khan, phc jamsherkhas",123
2021-05-26,jalandhar,hj brs nagar housing board,0
2021-05-26,jalandhar,"isher singh nagar flats, pakhowal road,ludhian",600
2021-05-26,jalandhar,"jeevansinghkedere, near jhangi peer,patokalan, shahkot,",20
2021-05-26,jalandhar,karnailsinghnagarpekhowal road,0
2021-05-26,jalandhar,krishnanagargali no.15,0
2021-05-26,jalandhar,"partap colony, model gram , ludhiana",300
2021-05-26,jalandhar,pindbaggakhurd,0
2021-05-26,jalandhar,vill n post officwdhola 1,0
2021-05-26,jalandhar,"vill- rurka, dehlon, ludhiana",373
2021-05-26,jalandhar,village and post office walipurkhurd,0
2021-05-26,jalandhar,"village jagosingha ,near noormahal tehsilphillaur phc bilga jalandhar",360
2021-05-26,jalandhar,villmalkh block hathur,0
2021-05-26,jalandhar,villtungheri block pekhowal,178
2021-05-26,jalandhar,"ward no-4, payal, ludhiana",0
2021-05-26,jalandhar,—,0
2021-05-26,kapurthala,"bhandal bet near backside of sen.sec.school, kala sanghian",680
2021-05-26,kapurthala,"bhullarai, gali no.01 & 02, panchhat",156
2021-05-26,kapurthala,"khuiwalamohalla, nawanpind, kapurthala",450
2021-05-26,kapurthala,"onkar nagar, gali no.7, phagwara",700
2021-05-26,kapurthala,"preet nagar near markfedchowk, kapurthala",500
2021-05-26,kapurthala,"sidhwan dona, kala sanghian, kapurthala",600
2021-05-26,kapurthala,"village sant nagar panchhat, kapurthala",306
2021-05-26,mansa,lakhiwal,148
2021-05-26,mansa,ward no. 17 mansa,110
2021-05-26,mansa,"ward no. 9, boha, block budhlada",918
2021-05-26,moga,baghapurana,800
2021-05-26,mohali,adarsh nagar derabassi,0
2021-05-26,mohali,college colony derabassi,0
2021-05-26,mohali,nirmalchayya,250
2021-05-26,mohali,rehmat homes,0
2021-05-26,muktsar sahib,ekta nagar malout,589
2021-05-26,muktsar sahib,firniharikekalan ( khokhar road to bhuttiwalaroad),151
2021-05-26,muktsar sahib,green valley malout,212
2021-05-26,muktsar sahib,guru duwara sahib anddharmshala ghumiara,380
2021-05-26,muktsar sahib,guru nanaknagri ward no 23 malout,450
2021-05-26,muktsar sahib,"kabarwala road, near sevakendar, and heathcenter backside, vill. burjsidhwan,",240
2021-05-26,muktsar sahib,mehmudkhera colony st no 3 (bhaikakera),101
2021-05-26,muktsar sahib,near gass agency badal,125
2021-05-26,muktsar sahib,near gurdwara sahib vpo warring khera,250
2021-05-26,muktsar sahib,near guruduwara sahib vposarawanbodla,280
2021-05-26,muktsar sahib,sarabha nagar st. no 15 malout,0
2021-05-26,muktsar sahib,"tarkhanwala road, near chappad, vpo udang",122
2021-05-26,muktsar sahib,ward no 3 mandibariwala,480
2021-05-26,pathankot,haibatpindi,46
2021-05-26,patiala,"street no. 1, sekhon colony, samana patialanear ravidaasgurudwara road.",17
2021-05-26,patiala,"vill. dulladi, block bhadson, tehsil nabha,patiala.",113
2021-05-26,patiala,"vill. ghaggarsarai, block harapalpur,shambu, patiala.",80
2021-05-26,patiala,"village bolarkallan, block dudhansadhan,patiala.",30
2021-05-26,patiala,"village jindalpur, block bhadson, teh. nabha.",112
2021-05-26,patiala,"village khanaura, block bhadson, tehsilnabha, patiala.",0
2021-05-26,patiala,"village mehmudpurjattan block kauli, tehsil,patiala.",120
2021-05-26,ropar,agampur (aps),288
2021-05-26,ropar,vill.bhagwantpur (ropar),125
2021-05-26,ropar,vill.mohiwal(aps),80
2021-05-26,ropar,vill.rammgarhmorinda,164
2021-05-26,sangrur,gtb near mansadevimandirdhuri,45
2021-05-26,sangrur,ravidasiya street dharamshala lane,98
2021-05-26,sbs nagar,"ward no.3, balachaur",14
2021-05-26,sbs nagar,"ward no.8, balachaur",21
2021-05-27,amritsar,azad road azadnagar,587
2021-05-27,amritsar,bhalewalakhoo(haripura),220
2021-05-27,amritsar,bhalla colony,550
2021-05-27,amritsar,dam ganjmaseetwaligali(haripura),105
2021-05-27,amritsar,dayananadnagargali no 3(basant avenue),60
2021-05-27,amritsar,east mohan nagar block b chamrang road,390
2021-05-27,amritsar,fatehghar,156
2021-05-27,amritsar,galigoosaianwali (fatahpur),360
2021-05-27,amritsar,galirollianwali(katrakaramsingh),550
2021-05-27,amritsar,gawalmandigali no 12,100
2021-05-27,amritsar,"gokulvihargalli no 1,2",550
2021-05-27,amritsar,gopal nagar (ajnala),268
2021-05-27,amritsar,greenfield(gopalnagar),220
2021-05-27,amritsar,gumtala,520
2021-05-27,amritsar,guru amardassave,75
2021-05-27,amritsar,hukamsingh road,280
2021-05-27,amritsar,jagdamby colony(gopalnagar),500
2021-05-27,amritsar,jandpeer(esi),450
2021-05-27,amritsar,jattawaligali near gurdwara(fatahpur),300
2021-05-27,amritsar,judge nagar (esi chheharta),500
2021-05-27,amritsar,kotatma ram near upsc gali 1-6,150
2021-05-27,amritsar,naviabaadiverka,416
2021-05-27,amritsar,new green field(mustfabad),80
2021-05-27,amritsar,new jawaharnagar(gopalnagar),550
2021-05-27,amritsar,patimansoor di(sultanwind),350
2021-05-27,amritsar,prem nagar bohri sahib road kotkhalsa,550
2021-05-27,amritsar,ram nagar colony(haripura),360
2021-05-27,amritsar,rose avenue,75
2021-05-27,amritsar,sathiala(baba bakala),319
2021-05-27,amritsar,shashtrinagar(lawarnce road),110
2021-05-27,amritsar,shiv nagar (islamabad),300
2021-05-27,amritsar,sus nagar bazar no 3 (jodhnagar),510
2021-05-27,amritsar,sus nagar bazar no 5 (jodhnagar),550
2021-05-27,amritsar,tilaknagar,325
2021-05-27,barnala,16 acre barnala,450
2021-05-27,barnala,havelli patti tapa,112
2021-05-27,barnala,village mehta earadarjiawalamohala,350
2021-05-27,bathinda,"anantanaath ashram, nathana",21
2021-05-27,bathinda,"sidhu patti, main gali (area of house no s-25 to s-32), village aklia, bhagta",120
2021-05-27,faridkot,duariana road/ patel nagar kotkapura,230
2021-05-27,faridkot,"goppiwaligali , ghudo patti jaito",115
2021-05-27,faridkot,mata rani waligalijaito,0
2021-05-27,faridkot,"patwarianwalamohalla, kotkapura",250
2021-05-27,fatehgarh sahib,vill bagrian chk,110
2021-05-27,fatehgarh sahib,vill dadiana npk,120
2021-05-27,fatehgarh sahib,vill damheri npk,105
2021-05-27,fatehgarh sahib,vill gaggarwal khamano,120
2021-05-27,fatehgarh sahib,vill jassra chanarthal kalan,290
2021-05-27,fatehgarh sahib,vill ranwan khamano,105
2021-05-27,fatehgarh sahib,vill shamaspur khamano,120
2021-05-27,fazilika,villbazidpurbhoma,252
2021-05-27,fazilika,villdaultpura,55
2021-05-27,fazilika,villdhingawali,132
2021-05-27,fazilika,villharipura,127
2021-05-27,fazilika,villraipura,180
2021-05-27,ferozepur,basti guru karam singh ghs,0
2021-05-27,ferozepur,basti tanka walifzr city,180
2021-05-27,ferozepur,bazar no. 3 fzrcantt,100
2021-05-27,ferozepur,bhagat singh colony fzr city,0
2021-05-27,ferozepur,chakkkandhe shah guruharsahai,62
2021-05-27,ferozepur,chakknidhanaguruharsahai,0
2021-05-27,ferozepur,ghumarmandifzrcantt,180
2021-05-27,ferozepur,golden enclave fzr,76
2021-05-27,ferozepur,housing board colony fzr,87
2021-05-27,ferozepur,jhokhariharmamdot,250
2021-05-27,ferozepur,mohan kehitharghs,0
2021-05-27,ferozepur,nurpursethamamdot,0
2021-05-27,ferozepur,railway basti block ghs,0
2021-05-27,ferozepur,railway colony fzr,80
2021-05-27,ferozepur,raokehittarmamdot,158
2021-05-27,ferozepur,vill mohan ke uttar ghs,0
2021-05-27,ferozepur,village bajidpurfzh,120
2021-05-27,ferozepur,village hajara singh walamamdot,200
2021-05-27,ferozepur,village khaipheme ki mamdot,128
2021-05-27,ferozepur,village snerkassoana,78
2021-05-27,ferozepur,village talwandinepalakassoana,98
2021-05-27,ferozepur,villchuharkhilchimamdot,180
2021-05-27,ferozepur,villhamadwalakassoana,0
2021-05-27,ferozepur,villpiareanaferozshah,140
2021-05-27,ferozepur,villsatiyewalafzh,148
2021-05-27,gurdaspur,"awankha, behrampur",435
2021-05-27,gurdaspur,dharampura colony batala,586
2021-05-27,gurdaspur,"gandhi nagar camp, batala",365
2021-05-27,gurdaspur,geetabhawangsp,440
2021-05-27,gurdaspur,jail road gsp,240
2021-05-27,gurdaspur,"krishnagali no 3, dhariwal",163
2021-05-27,gurdaspur,"mohallafaizpura, batala",352
2021-05-27,gurdaspur,"paniar, behrampur",320
2021-05-27,gurdaspur,"sohal, block nms",1276
2021-05-27,gurdaspur,thathiari gate batala,521
2021-05-27,hoshiarpur,adamwal,815
2021-05-27,hoshiarpur,ajjowal,580
2021-05-27,hoshiarpur,bassigulamhussain,965
2021-05-27,hoshiarpur,bhunga,535
2021-05-27,hoshiarpur,birampur,534
2021-05-27,hoshiarpur,fatehpur,512
2021-05-27,hoshiarpur,ghasipur,322
2021-05-27,hoshiarpur,haler,536
2021-05-27,hoshiarpur,hardokhanpur,1075
2021-05-27,hoshiarpur,kandhalasheikhan,310
2021-05-27,hoshiarpur,langeri,519
2021-05-27,hoshiarpur,nangalkalal,525
2021-05-27,hoshiarpur,rakri,550
2021-05-27,hoshiarpur,rasulpur,465
2021-05-27,jalandhar,"gali no. 2, ravidass nagar, nearravidassgurdwaramaqsudan",297
2021-05-27,jalandhar,"h.no. 108 to 117, near swarn park, salempurroad, gadaipur, jalandhar",50
2021-05-27,jalandhar,"h.no. 13 to 45,,near durga shakti mandir,deolnagar, jalandhar",96
2021-05-27,jalandhar,"h.no. 16 to 40, madhubancolony,neardispensary bawakheljalandhar",126
2021-05-27,jalandhar,"h.no. 17d-20d, punjabavenue,nearsatyanarayanmandir, urban estate-1",12
2021-05-27,jalandhar,"h.no. 254-275, opp. sarpanch house,nangalkarar khan, phc jamsherkhas",123
2021-05-27,jalandhar,"jeevansinghkedere, near jhangi peer,patokalan, shahkot,",20
2021-05-27,jalandhar,"village jagosingha ,near noormahal tehsilphillaur phc bilga jalandhar",360
2021-05-27,kapurthala,"bhandal bet near backside of sen.sec. school,kala sanghian",680
2021-05-27,kapurthala,"bhullarai, gali no.01 & 02, panchhat",156
2021-05-27,kapurthala,"khuiwalamohalla, nawanpind, kapurthala",450
2021-05-27,kapurthala,"preet nagar near markfedchowk, kapurthala",500
2021-05-27,kapurthala,"sidhwan dona, kala sanghian, kapurthala",600
2021-05-27,kapurthala,"village sant nagar panchhat, kapurthala",306
2021-05-27,ludhiana,"# 1,10,15,65 star ccolony, vill-manakwal, ldh",296
2021-05-27,ludhiana,"# 50 farm house, janpath villa,jhamat, ldh",350
2021-05-27,ludhiana,"#68 kvm cvolony, ashok vihar,ludhiana",134
2021-05-27,ludhiana,"203 new sundar nagar, firozpurroad, near aman park, ludhiana",1052
