date,unit_name,ppe,n95_masks,reusable_masks,disposable_masks,gloves,sanitizer
2020-07-22,rg kar mch,25850,34000,15800,157050,162700,4207.0
2020-07-22,nrs mch,30250,27500,27300,68050,47500,3140.0
2020-07-22,ipgmer & sskmh,59400,49590,46100,240550,234500,6567.0
2020-07-22,"medical college, kolkata",66450,56000,18800,131050,182500,3912.0
2020-07-22,cnmch,34350,27800,21150,101500,26500,2972.0
2020-07-22,other govt dept/institutions,221826,199090,160508,433426,472502,30453.3
2020-07-22,stock in hand-in transit,638543,110340,343081,986982,295408,28720.9
2020-07-22,,1849262,1219040,1630359,4590208,3443210,222290.0
2020-07-21,alipurduar,11800,13150,13400,68400,43700,3042.0
2020-07-21,bankura,19250,17700,20800,70050,41200,4448.0
2020-07-21,birbhum,20450,12700,22400,42550,4200,3971.0
2020-07-21,bishnupur hd,7350,14900,35100,70750,60500,3961.0
2020-07-21,coochbehar,21100,12850,21700,23100,4700,2104.0
2020-07-21,dakshin dinajpur,10900,10550,21500,64100,43700,3571.0
2020-07-21,darjeeling,20250,17150,22900,24200,6700,4098.0
2020-07-21,diamond harbour hd,22250,11600,23500,58550,33500,2534.0
2020-07-21,hooghly,22870,14750,30000,52200,46600,5041.0
2020-07-21,howrah,53950,33500,37780,82050,104200,4531.0
2020-07-21,jalpaiguri,18800,16600,37400,58000,8700,3463.0
2020-07-21,jhargram,7550,6300,19890,36550,21200,2693.0
2020-07-21,kalimpong,10650,11800,19000,39550,8200,2870.5
2020-07-21,malda,16100,12700,26000,55100,57700,5301.0
2020-07-21,murshidabad,14833,19980,33700,67100,15700,8180.0
2020-07-21,nadia,33570,15740,33800,74050,69200,3831.0
2020-07-21,north 24 parganas,31800,23540,30440,73500,35700,5433.5
2020-07-21,basirhat hd,21820,19730,28280,82050,91500,2497.0
2020-07-21,paschim bardhaman,19150,14400,17580,36000,53400,1257.0
2020-07-21,paschim medinipur,12650,19300,28590,61050,60200,3835.0
2020-07-21,purba bardhaman,24650,18100,23800,62050,60200,4693.0
2020-07-21,purba medinipur,23050,13500,26220,15050,10600,1731.0
2020-07-21,nandigram hd,9750,13700,24140,73050,46200,5329.0
2020-07-21,purulia,25950,15000,40200,73550,55700,5671.0
2020-07-21,rampurhat hd,14650,10900,21800,31550,28500,2887.0
2020-07-21,south 24 parganas,18750,13800,20900,44050,21200,1641.0
2020-07-21,uttar dinajpur,26750,19350,37600,59550,32700,3603.0
2020-07-21,bankura s mc&h,9000,18150,10200,81000,86500,1060.0
2020-07-21,coochbehar mc&h,9800,6900,12600,31000,39000,1992.0
2020-07-21,nb mc&h,19350,30100,18000,97200,89000,3690.0
2020-07-21,diamond harbour mc&h,8800,9500,9600,72000,79500,1598.0
2020-07-21,malda mc&h,11300,26300,11100,103000,103500,2718.0
2020-07-21,murshidabad mc&h,18630,22450,12600,49500,67500,1490.0
2020-07-21,bardhaman mc&h,13400,15600,17500,77000,85500,2098.0
2020-07-21,medinipur mc&h,20700,21800,24100,108500,74500,4498.0
2020-07-21,purulia mc&h,8800,11200,51600,65000,53500,1798.0
2020-07-21,rampurhat mc&h,14400,11900,15600,26500,28500,6098.0
2020-07-21,raiganj mc&h,7600,6400,9100,25000,24500,890.0
2020-07-21,jnm mc&h,11500,12500,17000,35000,13500,1272.0
2020-07-21,sagar dutta mc&h,18620,16330,17600,64050,81500,3078.0
2020-07-21,id & bg hospital,33050,30800,16600,69100,44500,2671.0
2020-07-21,rg kar mch,24850,32000,15800,151050,157700,4007.0
2020-07-21,nrs mch,29250,25500,24300,58050,37500,3140.0
2020-07-21,ipgmer & sskmh,57400,46590,44100,230550,228500,6167.0
2020-07-21,"medical college, kolkata",62450,52000,18800,123050,172500,3712.0
2020-07-21,cnmch,33350,25800,19150,99500,22500,2972.0
2020-07-21,other govt dept/institutions,214026,191990,149508,420926,448002,29053.3
2020-07-21,stock in hand-in transit,672343,171940,387081,1090482,419908,35070.9
2020-07-21,,1839262,1209040,1620359,4575208,3423210,221290.0
2020-07-20,alipurduar,11800,13150,13400,68400,43700,3042.0
2020-07-20,bankura,19250,17700,20800,70050,41200,4448.0
2020-07-20,birbhum,20450,12700,22400,42550,4200,3971.0
2020-07-20,bishnupur hd,7350,14900,35100,70750,60500,3961.0
2020-07-20,coochbehar,21100,12850,21700,23100,4700,2104.0
2020-07-20,dakshin dinajpur,10900,10550,21500,64100,43700,3571.0
2020-07-20,darjeeling,20250,17150,22900,24200,6700,4098.0
2020-07-20,diamond harbour hd,22250,11600,23500,58550,33500,2534.0
2020-07-20,hooghly,22870,14750,30000,52200,46600,5041.0
2020-07-20,howrah,53950,33500,37780,82050,104200,4531.0
2020-07-20,jalpaiguri,18800,16600,37400,58000,8700,3463.0
2020-07-20,jhargram,7550,6300,19890,36550,21200,2693.0
2020-07-20,kalimpong,10650,11800,19000,39550,8200,2870.5
2020-07-20,malda,16100,12700,26000,55100,57700,5301.0
2020-07-20,murshidabad,14833,19980,33700,67100,15700,8180.0
2020-07-20,nadia,33570,15740,33800,74050,69200,3831.0
2020-07-20,north 24 parganas,31800,23540,30440,73500,35700,5433.5
2020-07-20,basirhat hd,21820,19730,28280,82050,91500,2497.0
2020-07-20,paschim bardhaman,19150,14400,17580,36000,53400,1257.0
2020-07-20,paschim medinipur,12650,19300,28590,61050,60200,3835.0
2020-07-20,purba bardhaman,24650,18100,23800,62050,60200,4693.0
2020-07-20,purba medinipur,23050,13500,26220,15050,10600,1731.0
2020-07-20,nandigram hd,9750,13700,24140,73050,46200,5329.0
2020-07-20,purulia,25950,15000,40200,73550,55700,5671.0
2020-07-20,rampurhat hd,14650,10900,21800,31550,28500,2887.0
2020-07-20,south 24 parganas,18750,13800,20900,44050,21200,1641.0
2020-07-20,uttar dinajpur,26750,19350,37600,59550,32700,3603.0
2020-07-20,bankura s mc&h,9000,18150,10200,81000,86500,1060.0
2020-07-20,coochbehar mc&h,9800,6900,12600,31000,39000,1992.0
2020-07-20,nb mc&h,19350,30100,18000,97200,89000,3690.0
2020-07-20,diamond harbour mc&h,8800,9500,9600,72000,79500,1598.0
2020-07-20,malda mc&h,11300,26300,11100,103000,103500,2718.0
2020-07-20,murshidabad mc&h,18630,22450,12600,49500,67500,1490.0
2020-07-20,bardhaman mc&h,13400,15600,17500,77000,85500,2098.0
2020-07-20,medinipur mc&h,20700,21800,24100,108500,74500,4498.0
2020-07-20,purulia mc&h,8800,11200,51600,65000,53500,1798.0
2020-07-20,rampurhat mc&h,14400,11900,15600,26500,28500,6098.0
2020-07-20,raiganj mc&h,7600,6400,9100,25000,24500,890.0
2020-07-20,jnm mc&h,11500,12500,17000,35000,13500,1272.0
2020-07-20,sagar dutta mc&h,18620,16330,17600,64050,81500,3078.0
2020-07-20,id & bg hospital,33050,30800,16600,69100,44500,2671.0
2020-07-20,rg kar mch,24850,32000,15800,151050,157700,4007.0
2020-07-20,nrs mch,29250,25500,24300,58050,37500,3140.0
2020-07-20,ipgmer & sskmh,57400,46590,44100,230550,228500,6167.0
2020-07-20,"medical college, kolkata",62450,52000,18800,123050,172500,3712.0
2020-07-20,cnmch,33350,25800,19150,99500,22500,2972.0
2020-07-20,other govt dept/institutions,214026,191990,149108,420726,448002,28983.3
2020-07-20,stock in hand-in transit,662343,160940,372481,1075682,389908,34140.9
2020-07-20,,1829262,1198040,1605359,4560208,3393210,220290.0
2020-07-19,alipurduar,11800,13150,13400,68400,43700,3042.0
2020-07-19,bankura,19250,17700,20800,70050,41200,4448.0
2020-07-19,birbhum,20450,12700,22400,42550,4200,3971.0
2020-07-19,bishnupur hd,7350,14900,35100,70750,60500,3961.0
2020-07-19,coochbehar,21100,12850,21700,23100,4700,2104.0
2020-07-19,dakshin dinajpur,10900,10550,21500,64100,43700,3571.0
2020-07-19,darjeeling,20250,17150,22900,24200,6700,4098.0
2020-07-19,diamond harbour hd,22250,11600,23500,58550,33500,2534.0
2020-07-19,hooghly,22870,14750,30000,52200,46600,5041.0
2020-07-19,howrah,53950,33500,37780,82050,104200,4531.0
2020-07-19,jalpaiguri,18800,16600,37400,58000,8700,3463.0
2020-07-19,jhargram,7550,6300,19890,36550,21200,2693.0
2020-07-19,kalimpong,10650,11800,19000,39550,8200,2870.5
2020-07-19,malda,16100,12700,26000,55100,57700,5301.0
2020-07-19,murshidabad,14833,19980,33700,67100,15700,8180.0
2020-07-19,nadia,33570,15740,33800,74050,69200,3831.0
2020-07-19,north 24 parganas,31800,23540,30440,73500,35700,5433.5
2020-07-19,basirhat hd,21820,19730,28280,82050,91500,2497.0
2020-07-19,paschim bardhaman,19150,14400,17580,36000,53400,1257.0
2020-07-19,paschim medinipur,12650,19300,28590,61050,60200,3835.0
2020-07-19,purba bardhaman,24650,18100,23800,62050,60200,4693.0
2020-07-19,purba medinipur,23050,13500,26220,15050,10600,1731.0
2020-07-19,nandigram hd,9750,13700,24140,73050,46200,5329.0
2020-07-19,purulia,25950,15000,40200,73550,55700,5671.0
2020-07-19,rampurhat hd,14650,10900,21800,31550,28500,2887.0
2020-07-19,south 24 parganas,18750,13800,20900,44050,21200,1641.0
2020-07-19,uttar dinajpur,26750,19350,37600,59550,32700,3603.0
2020-07-19,bankura s mc&h,9000,18150,10200,81000,86500,1060.0
2020-07-19,coochbehar mc&h,9800,6900,12600,31000,39000,1992.0
2020-07-19,nb mc&h,19350,30100,18000,97200,89000,3690.0
2020-07-19,diamond harbour mc&h,8800,9500,9600,72000,79500,1598.0
2020-07-19,malda mc&h,11300,26300,11100,103000,103500,2718.0
2020-07-19,murshidabad mc&h,18630,22450,12600,49500,67500,1490.0
2020-07-19,bardhaman mc&h,13400,15600,17500,77000,85500,2098.0
2020-07-19,medinipur mc&h,20700,21800,24100,108500,74500,4498.0
2020-07-19,purulia mc&h,8800,11200,51600,65000,53500,1798.0
2020-07-19,rampurhat mc&h,14400,11900,15600,26500,28500,6098.0
2020-07-19,raiganj mc&h,7600,6400,9100,25000,24500,890.0
2020-07-19,jnm mc&h,11500,12500,17000,35000,13500,1272.0
2020-07-19,sagar dutta mc&h,18620,16330,17600,64050,81500,3078.0
2020-07-19,id & bg hospital,33050,30800,16600,69100,44500,2671.0
2020-07-19,rg kar mch,24850,32000,15800,151050,157700,4007.0
2020-07-19,nrs mch,29250,25500,24300,58050,37500,3140.0
2020-07-19,ipgmer & sskmh,57400,46590,44100,230550,228500,6167.0
2020-07-19,"medical college, kolkata",62450,52000,18800,123050,172500,3712.0
2020-07-19,cnmch,33350,25800,19150,99500,22500,2972.0
2020-07-19,other govt dept/institutions,214026,191990,149108,420726,448002,28983.3
2020-07-19,stock in hand-in transit,652343,150940,362481,1065682,369908,33640.9
2020-07-19,,1819262,1188040,1595359,4550208,3373210,219790.2
2020-07-18,alipurduar,11800,13150,13400,68400,43700,3042.0
2020-07-18,bankura,19250,17700,20800,70050,41200,4448.0
2020-07-18,birbhum,20450,12700,22400,42550,4200,3971.0
2020-07-18,bishnupur hd,7350,14900,35100,70750,60500,3961.0
2020-07-18,coochbehar,21100,12850,21700,23100,4700,2104.0
2020-07-18,dakshin dinajpur,10900,10550,21500,64100,43700,3571.0
2020-07-18,darjeeling,20250,17150,22900,24200,6700,4098.0
2020-07-18,diamond harbour hd,22250,11600,23500,58550,33500,2534.0
2020-07-18,hooghly,22870,14750,30000,52200,46600,5041.0
2020-07-18,howrah,53950,33500,37780,82050,104200,4531.0
2020-07-18,jalpaiguri,18800,16600,37400,58000,8700,3463.0
2020-07-18,jhargram,7550,6300,19890,36550,21200,2693.0
2020-07-18,kalimpong,10650,11800,19000,39550,8200,2870.5
2020-07-18,malda,16100,12700,26000,55100,57700,5301.0
2020-07-18,murshidabad,14833,19980,33700,67100,15700,8180.0
2020-07-18,nadia,33570,15740,33800,74050,69200,3831.0
2020-07-18,north 24 parganas,31800,23540,30440,73500,35700,5433.5
2020-07-18,basirhat hd,21820,19730,28280,82050,91500,2497.0
2020-07-18,paschim bardhaman,19150,14400,17580,36000,53400,1257.0
2020-07-18,paschim medinipur,12650,19300,28590,61050,60200,3835.0
2020-07-18,purba bardhaman,24650,18100,23800,62050,60200,4693.0
2020-07-18,purba medinipur,23050,13500,26220,15050,10600,1731.0
2020-07-18,nandigram hd,9750,13700,24140,73050,46200,5329.0
2020-07-18,purulia,25950,15000,40200,73550,55700,5671.0
2020-07-18,rampurhat hd,14650,10900,21800,31550,28500,2887.0
2020-07-18,south 24 parganas,18750,13800,20900,44050,21200,1641.0
2020-07-18,uttar dinajpur,26750,19350,37600,59550,32700,3603.0
2020-07-18,bankura s mc&h,9000,18150,10200,81000,86500,1060.0
2020-07-18,coochbehar mc&h,9800,6900,12600,31000,39000,1992.0
2020-07-18,nb mc&h,19350,30100,18000,97200,89000,3690.0
2020-07-18,diamond harbour mc&h,8800,9500,9600,72000,79500,1598.0
2020-07-18,malda mc&h,11300,26300,11100,103000,103500,2718.0
2020-07-18,murshidabad mc&h,18630,22450,12600,49500,67500,1490.0
2020-07-18,bardhaman mc&h,13400,15600,17500,77000,85500,2098.0
2020-07-18,medinipur mc&h,20700,21800,24100,108500,74500,4498.0
2020-07-18,purulia mc&h,8800,11200,51600,65000,53500,1798.0
2020-07-18,rampurhat mc&h,14400,11900,15600,26500,28500,6098.0
2020-07-18,raiganj mc&h,7600,6400,9100,25000,24500,890.0
2020-07-18,jnm mc&h,11500,12500,17000,35000,13500,1272.0
2020-07-18,sagar dutta mc&h,18620,16330,17600,64050,81500,3078.0
2020-07-18,id & bg hospital,33050,30800,16600,69100,44500,2671.0
2020-07-18,rg kar mch,24850,32000,15800,151050,157700,4007.0
2020-07-18,nrs mch,29250,25500,24300,58050,37500,3140.0
2020-07-18,ipgmer & sskmh,57400,46590,44100,230550,228500,6167.0
2020-07-18,"medical college, kolkata",62450,52000,18800,123050,172500,3712.0
2020-07-18,cnmch,33350,25800,19150,99500,22500,2972.0
2020-07-18,other govt dept/institutions,213926,191510,148558,416726,446502,28913.3
2020-07-18,stock in hand-in transit,642443,139420,353031,1049682,346408,32710.9
2020-07-18,,1809262,1176040,1585359,4530208,3348210,218790.2
2020-07-17,alipurduar,11800,13150,13400,68400,43700,3042.0
2020-07-17,bankura,19250,17700,20800,70050,41200,4448.0
2020-07-17,birbhum,20450,12700,22400,42550,4200,3971.0
2020-07-17,bishnupur hd,7350,14900,35100,70750,60500,3961.0
2020-07-17,coochbehar,21100,12850,21700,23100,4700,2104.0
2020-07-17,dakshin dinajpur,10900,10550,21500,64100,43700,3571.0
2020-07-17,darjeeling,20250,17150,22900,24200,6700,4098.0
2020-07-17,diamond harbour hd,22250,11600,23500,58550,33500,2534.0
2020-07-17,hooghly,22870,14750,30000,42200,46600,5041.0
2020-07-17,howrah,53950,33500,37780,82050,104200,4531.0
2020-07-17,jalpaiguri,18800,16600,37400,58000,8700,3463.0
2020-07-17,jhargram,7550,6300,19890,36550,21200,2693.0
2020-07-17,kalimpong,10650,11800,19000,39550,8200,2870.5
2020-07-17,malda,16100,12700,26000,55100,57700,5301.0
2020-07-17,murshidabad,14833,19980,33700,67100,15700,8180.0
2020-07-17,nadia,33570,15740,33800,74050,69200,3831.0
2020-07-17,north 24 parganas,31800,23540,30440,73500,35700,5433.5
2020-07-17,basirhat hd,21820,19730,28280,82050,91500,2497.0
2020-07-17,paschim bardhaman,19150,14400,17580,36000,53400,1257.0
2020-07-17,paschim medinipur,12650,19300,28590,61050,60200,3835.0
2020-07-17,purba bardhaman,24650,18100,23800,62050,60200,4693.0
2020-07-17,purba medinipur,23050,13500,26220,15050,10600,1731.0
2020-07-17,nandigram hd,9750,13700,24140,73050,46200,5329.0
2020-07-17,purulia,25950,15000,40200,73550,55700,5671.0
2020-07-17,rampurhat hd,14650,10900,21800,31550,28500,2887.0
2020-07-17,south 24 parganas,18750,13800,20900,44050,21200,1641.0
2020-07-17,uttar dinajpur,26750,19350,37600,59550,32700,3603.0
2020-07-17,bankura s mc&h,9000,18150,10200,81000,86500,1060.0
2020-07-17,coochbehar mc&h,9800,6900,12600,31000,39000,1992.0
2020-07-17,nb mc&h,19350,30100,18000,97200,89000,3690.0
2020-07-17,diamond harbour mc&h,8800,9500,9600,72000,79500,1598.0
2020-07-17,malda mc&h,11300,26300,11100,103000,103500,2718.0
2020-07-17,murshidabad mc&h,18630,22450,12600,49500,67500,1490.0
2020-07-17,bardhaman mc&h,13400,15600,17500,77000,85500,2098.0
2020-07-17,medinipur mc&h,20700,21800,24100,108500,74500,4498.0
2020-07-17,purulia mc&h,8800,11200,51600,65000,53500,1798.0
2020-07-17,rampurhat mc&h,14400,11900,15600,26500,28500,6098.0
2020-07-17,raiganj mc&h,7600,6400,9100,25000,24500,890.0
2020-07-17,jnm mc&h,11500,12500,17000,35000,13500,1272.0
2020-07-17,sagar dutta mc&h,18620,16330,17600,64050,81500,3078.0
2020-07-17,id & bg hospital,33050,30800,16600,69100,44500,2671.0
2020-07-17,rg kar mch,24850,32000,15800,151050,157700,4007.0
2020-07-17,nrs mch,29250,25500,24300,58050,37500,3140.0
2020-07-17,ipgmer & sskmh,57400,46590,44100,230550,228500,6167.0
2020-07-17,"medical college, kolkata",62450,52000,18800,123050,172500,3712.0
2020-07-17,cnmch,33350,25800,19150,99500,22500,2972.0
2020-07-17,other govt dept/institutions,213926,186310,148558,416726,446502,28913.3
2020-07-17,stock in hand-in transit,632443,134620,338031,1044682,326408,32310.9
2020-07-17,,1799262,1166040,1570359,4515208,3328210,218390.0
2020-07-16,alipurduar,11800,13150,13400,68400,43700,3042.0
2020-07-16,bankura,19250,17700,20800,70050,41200,4448.0
2020-07-16,birbhum,20450,12700,22400,42550,4200,3971.0
2020-07-16,bishnupur hd,7350,14900,35100,70750,60500,3961.0
2020-07-16,coochbehar,21100,12850,21700,23100,4700,2104.0
2020-07-16,dakshin dinajpur,10900,10550,21500,64100,43700,3571.0
2020-07-16,darjeeling,20250,17150,22900,24200,6700,4098.0
2020-07-16,diamond harbour hd,22250,11600,23500,58550,33500,2534.0
2020-07-16,hooghly,22870,14750,30000,42200,46600,5041.0
2020-07-16,howrah,53950,33500,37780,82050,104200,4531.0
2020-07-16,jalpaiguri,18800,16600,37400,58000,8700,3463.0
2020-07-16,jhargram,7550,6300,19890,36550,21200,2693.0
2020-07-16,kalimpong,10650,11800,19000,39550,8200,2870.5
2020-07-16,malda,16100,12700,26000,55100,57700,5301.0
2020-07-16,murshidabad,14833,19980,33700,67100,15700,8180.0
2020-07-16,nadia,33570,15740,33800,74050,69200,3831.0
2020-07-16,north 24 parganas,31800,23540,30440,73500,35700,5433.5
2020-07-16,basirhat hd,21820,19730,28280,82050,91500,2497.0
2020-07-16,paschim bardhaman,19150,14400,17580,36000,53400,1257.0
2020-07-16,paschim medinipur,12650,19300,28590,61050,60200,3835.0
2020-07-16,purba bardhaman,24650,18100,23800,62050,60200,4693.0
2020-07-16,purba medinipur,23050,13500,26220,15050,10600,1731.0
2020-07-16,nandigram hd,9750,13700,24140,73050,46200,5329.0
2020-07-16,purulia,25950,15000,40200,73550,55700,5671.0
2020-07-16,rampurhat hd,14650,10900,21800,31550,28500,2887.0
2020-07-16,south 24 parganas,18750,13800,20900,44050,21200,1641.0
2020-07-16,uttar dinajpur,26750,19350,37600,59550,32700,3603.0
2020-07-16,bankura s mc&h,9000,18150,10200,81000,86500,1060.0
2020-07-16,coochbehar mc&h,9800,6900,12600,31000,39000,1992.0
2020-07-16,nb mc&h,19350,30100,18000,97200,89000,3690.0
2020-07-16,diamond harbour mc&h,8800,9500,9600,72000,79500,1598.0
2020-07-16,malda mc&h,10300,24300,11100,98000,99500,2518.0
2020-07-16,murshidabad mc&h,18630,22450,12600,49500,67500,1490.0
2020-07-16,bardhaman mc&h,13400,15600,17500,77000,85500,2098.0
2020-07-16,medinipur mc&h,20700,21800,24100,108500,74500,4498.0
2020-07-16,purulia mc&h,8800,10200,51600,65000,53500,1798.0
2020-07-16,rampurhat mc&h,14400,11900,15600,26500,28500,6098.0
2020-07-16,raiganj mc&h,7600,6400,9100,25000,24500,890.0
2020-07-16,jnm mc&h,11500,12500,17000,35000,13500,1272.0
2020-07-16,sagar dutta mc&h,18620,16330,17600,64050,81500,3078.0
2020-07-16,id & bg hospital,33050,30800,16600,69100,44500,2671.0
2020-07-16,rg kar mch,24850,32000,15800,151050,157700,4007.0
2020-07-16,nrs mch,29250,25500,24300,58050,37500,3140.0
2020-07-16,ipgmer & sskmh,57400,46590,44100,230550,228500,6167.0
2020-07-16,"medical college, kolkata",62450,52000,18800,123050,172500,3712.0
2020-07-16,cnmch,33350,25800,19150,99500,22500,2972.0
2020-07-16,other govt dept/institutions,213826,185810,148058,416726,446502,28913.3
2020-07-16,stock in hand-in transit,623543,123120,323531,1029682,315408,32310.9
2020-07-16,,1789262,1151040,1555359,4495208,3313210,218190.0
2020-07-15,alipurduar,11800,13150,13400,68400,43700,3042.0
2020-07-15,bankura,19250,17700,20800,70050,41200,4448.0
2020-07-15,birbhum,20450,12700,22400,42550,4200,3971.0
2020-07-15,bishnupur hd,7350,14900,35100,70750,60500,3961.0
2020-07-15,coochbehar,21100,12850,21700,23100,4700,2104.0
2020-07-15,dakshin dinajpur,10900,10550,21500,64100,43700,3571.0
2020-07-15,darjeeling,20250,17150,22900,24200,6700,4098.0
2020-07-15,diamond harbour hd,22250,11600,23500,58550,33500,2534.0
2020-07-15,hooghly,22870,14750,30000,42200,46600,5041.0
2020-07-15,howrah,53950,33500,37780,82050,104200,4531.0
2020-07-15,jalpaiguri,18800,16600,37400,58000,8700,3463.0
2020-07-15,jhargram,7550,6300,19890,36550,21200,2693.0
2020-07-15,kalimpong,10650,11800,19000,39550,8200,2870.5
2020-07-15,malda,16100,12700,26000,55100,57700,5301.0
2020-07-15,murshidabad,14833,19980,33700,67100,15700,8180.0
2020-07-15,nadia,33570,15740,33800,74050,69200,3831.0
2020-07-15,north 24 parganas,31800,23540,30440,73500,35700,5433.5
2020-07-15,basirhat hd,21820,19730,28280,82050,91500,2497.0
2020-07-15,paschim bardhaman,19150,14400,17580,36000,53400,1257.0
2020-07-15,paschim medinipur,12650,19300,28590,61050,60200,3835.0
2020-07-15,purba bardhaman,24650,18100,23800,62050,60200,4693.0
2020-07-15,purba medinipur,23050,13500,26220,15050,10600,1731.0
2020-07-15,nandigram hd,9750,13700,24140,73050,46200,5329.0
2020-07-15,purulia,25950,15000,40200,73550,55700,5671.0
2020-07-15,rampurhat hd,14650,10900,21800,31550,28500,2887.0
2020-07-15,south 24 parganas,18750,13800,20900,44050,21200,1641.0
2020-07-15,uttar dinajpur,26750,19350,37600,59550,32700,3603.0
2020-07-15,bankura s mc&h,9000,18150,10200,81000,86500,1060.0
2020-07-15,coochbehar mc&h,9800,6900,12600,31000,39000,1992.0
2020-07-15,nb mc&h,19350,30100,18000,97200,89000,3690.0
2020-07-15,diamond harbour mc&h,8800,9500,9600,72000,79500,1598.0
2020-07-15,malda mc&h,10300,24300,11100,98000,99500,2518.0
2020-07-15,murshidabad mc&h,18630,22450,12600,49500,67500,1490.0
2020-07-15,bardhaman mc&h,13400,15600,17500,77000,85500,2098.0
2020-07-15,medinipur mc&h,20700,21800,24100,108500,74500,4498.0
2020-07-15,purulia mc&h,8800,10200,51600,65000,53500,1798.0
2020-07-15,rampurhat mc&h,14400,11900,15600,26500,28500,6098.0
2020-07-15,raiganj mc&h,7600,6400,9100,25000,24500,890.0
2020-07-15,jnm mc&h,11500,12500,17000,35000,13500,1272.0
2020-07-15,sagar dutta mc&h,18620,16330,17600,64050,81500,3078.0
2020-07-15,id & bg hospital,33050,30800,16600,69100,44500,2671.0
2020-07-15,rg kar mch,24850,32000,15800,151050,157700,4007.0
2020-07-15,nrs mch,29250,25500,24300,58050,37500,3140.0
2020-07-15,ipgmer & sskmh,57400,46590,44100,230550,228500,6167.0
2020-07-15,"medical college, kolkata",62450,52000,18800,123050,172500,3712.0
2020-07-15,cnmch,33350,25800,19150,99500,22500,2972.0
2020-07-15,other govt dept/institutions,212826,183810,148058,410726,444502,28713.3
2020-07-15,stock in hand-in transit,614543,115120,308531,1020682,307408,32310.9
2020-07-15,,1779262,1141040,1540359,4480208,3303210,217990.0
2020-07-14,alipurduar,11800,12650,13400,68400,43700,3042.0
2020-07-14,bankura,18250,16700,20800,64050,38200,4248.0
2020-07-14,birbhum,20450,11700,22400,38550,4200,3671.0
2020-07-14,bishnupur hd,7350,14400,33100,67750,57500,3761.0
2020-07-14,coochbehar,21100,12350,21700,23100,4700,2004.0
2020-07-14,dakshin dinajpur,9900,10050,21500,61100,43700,3471.0
2020-07-14,darjeeling,19250,16150,22900,24200,6700,4098.0
2020-07-14,diamond harbour hd,22250,11600,23500,55550,33500,2534.0
2020-07-14,hooghly,22870,13750,29000,42200,46600,4941.0
2020-07-14,howrah,51950,32000,35780,82050,100200,4531.0
2020-07-14,jalpaiguri,18800,15600,35400,55000,8700,3263.0
2020-07-14,jhargram,7050,6300,19890,33550,21200,2593.0
2020-07-14,kalimpong,10150,11300,19000,34550,8200,2870.5
2020-07-14,malda,16100,12200,26000,52100,57700,5201.0
2020-07-14,murshidabad,13833,18980,30700,57100,10700,8180.0
2020-07-14,nadia,33570,15240,33800,70050,68200,3831.0
2020-07-14,north 24 parganas,30800,22540,30440,73500,35700,5433.5
2020-07-14,basirhat hd,21820,19230,28280,76050,89500,2497.0
2020-07-14,paschim bardhaman,19150,13900,17580,31000,51400,1257.0
2020-07-14,paschim medinipur,11650,18300,28590,54050,58200,3635.0
2020-07-14,purba bardhaman,23650,17600,23800,57050,60200,4593.0
2020-07-14,purba medinipur,23050,13000,22220,15050,10600,1731.0
2020-07-14,nandigram hd,9750,13200,24140,73050,46200,5229.0
2020-07-14,purulia,24450,14500,38200,65550,51700,5371.0
2020-07-14,rampurhat hd,14650,10400,21800,28550,24500,2887.0
2020-07-14,south 24 parganas,16750,12800,20900,40050,21200,1641.0
2020-07-14,uttar dinajpur,23750,18350,37600,59550,32700,3403.0
2020-07-14,bankura s mc&h,9000,17150,10200,75000,81500,1060.0
2020-07-14,coochbehar mc&h,8800,6900,11600,29000,39000,1892.0
2020-07-14,nb mc&h,19350,28600,17000,94200,89000,3490.0
2020-07-14,diamond harbour mc&h,8800,9500,9600,67000,75500,1498.0
2020-07-14,malda mc&h,10300,22800,11100,93000,98500,2418.0
2020-07-14,murshidabad mc&h,18630,21950,12600,44500,64500,1490.0
2020-07-14,bardhaman mc&h,12400,14600,17500,72000,85500,2098.0
2020-07-14,medinipur mc&h,20700,20300,24100,98500,71500,4298.0
2020-07-14,purulia mc&h,7800,10200,51600,62000,53500,1698.0
2020-07-14,rampurhat mc&h,13400,11400,15600,26500,28500,5898.0
2020-07-14,raiganj mc&h,7600,6400,9100,22000,24500,890.0
2020-07-14,jnm mc&h,11500,12500,17000,35000,13500,1272.0
2020-07-14,sagar dutta mc&h,18620,15330,17600,60050,81500,2778.0
2020-07-14,id & bg hospital,33050,30800,16600,69100,44500,2671.0
2020-07-14,rg kar mch,24850,30000,15800,145050,151700,3807.0
2020-07-14,nrs mch,29250,23500,24300,53050,31500,3140.0
2020-07-14,ipgmer & sskmh,56400,43590,44100,218550,222500,5767.0
2020-07-14,"medical college, kolkata",59450,49000,18800,113050,166500,3512.0
2020-07-14,cnmch,32350,24800,19150,99500,18500,2972.0
2020-07-14,other govt dept/institutions,206326,176810,143558,391726,435502,28113.3
2020-07-14,stock in hand-in transit,636543,148120,321031,1198682,375408,37110.9
2020-07-14,,1769262,1129040,1530359,4470208,3288210,217790.0
2020-07-13,alipurduar,11800,12650,13400,68400,43700,3042.0
2020-07-13,bankura,18250,16700,20800,64050,38200,4248.0
2020-07-13,birbhum,20450,11700,22400,38550,4200,3671.0
2020-07-13,bishnupur hd,7350,14400,33100,67750,57500,3761.0
