date,district_name,sessions_24h,sessions_total,citizen_24h,citizen_60_plus_24h,citizen_60_plus_dose1_total,citizen_45_to_59_24h,citizen_45_to_59_dose1_total,citizen_45_plus_dose1_total,citizen_45_plus_dose2_total,citizen_18_to_44_dose1_total,citizen_18_to_44_dose2_total,HCW_24h,HCW_dose1_total,HCW_dose2_total,FLW_24h,FLW_dose1_total,FLW_dose2_total
2021-11-30,Pithoragarh,,,1944.0,,,,,128690.0,101778.0,180707.0,112274.0,8,4093,3945.0,15.0,8307.0,7767.0
2021-11-30,Rudraprayag,,,767.0,,,,,68701.0,56536.0,98082.0,66055.0,0,2462,2448.0,0.0,2686.0,2640.0
2021-11-30,Tehri,,,2738.0,,,,,156886.0,130772.0,220273.0,120591.0,1,6247,6215.0,3.0,4912.0,4856.0
2021-11-30,Total,,,71154.0,,,,,2694120.0,2122075.0,4584134.0,2675382.0,37,120195,113116.0,215.0,187929.0,176333.0
2021-11-30,US Nagar,,,21038.0,,,,,398160.0,289800.0,851669.0,468627.0,4,12439,12398.0,116.0,34683.0,31656.0
2021-11-30,Uttarkashi,,,1822.0,,,,,87252.0,80997.0,140723.0,98748.0,0,3460,3465.0,6.0,4984.0,4965.0
2021-12-01,Almora,,,957.0,,,,,179905.0,136673.0,185008.0,104295.0,0,6017,5961.0,0.0,9945.0,9060.0
2021-12-01,Bageshwar,,,680.0,,,,,76390.0,68821.0,103951.0,78730.0,5,2514,2460.0,0.0,2319.0,2260.0
2021-12-01,Chamoli,,,1954.0,,,,,111116.0,105265.0,154119.0,112515.0,0,3987,4012.0,4.0,6486.0,6554.0
2021-12-01,Champawat,,,770.0,,,,,71353.0,61879.0,103823.0,68060.0,0,2244,2228.0,8.0,7466.0,6798.0
2021-12-01,Dehradun,,,11818.0,,,,,521445.0,411860.0,908505.0,588798.0,11,37215,33276.0,19.0,30627.0,27957.0
2021-12-01,Haridwar,,,12595.0,,,,,438452.0,333275.0,974861.0,493862.0,1,17427,17504.0,1.0,48346.0,48134.0
2021-12-01,Nainital,,,5605.0,,,,,263890.0,201303.0,435443.0,258920.0,9,14180,11764.0,33.0,20087.0,17573.0
2021-12-01,Pauri,,,2504.0,,,,,192709.0,149099.0,231031.0,129917.0,2,7910,7468.0,4.0,7081.0,6182.0
2021-12-01,Pithoragarh,,,1752.0,,,,,128703.0,102203.0,180784.0,113511.0,6,4093,3951.0,16.0,8307.0,7783.0
2021-12-01,Rudraprayag,,,567.0,,,,,68716.0,56718.0,98120.0,66387.0,0,2462,2448.0,11.0,2686.0,2651.0
2021-12-01,Tehri,,,2103.0,,,,,156956.0,131187.0,220531.0,121951.0,0,6247,6215.0,3.0,4912.0,4859.0
2021-12-01,Total,,,60010.0,,,,,2695266.0,2133011.0,4589750.0,2717694.0,36,120195,113152.0,133.0,187930.0,176465.0
2021-12-01,US Nagar,,,17657.0,,,,,398371.0,293543.0,852819.0,481180.0,2,12439,12400.0,34.0,34684.0,31689.0
2021-12-01,Uttarkashi,,,1048.0,,,,,87260.0,81185.0,140755.0,99568.0,0,3460,3465.0,0.0,4984.0,4965.0
2021-12-02,Almora,,,1377.0,,,,,179929.0,136936.0,185103.0,105290.0,0,6017,5961.0,2.0,9945.0,9062.0
2021-12-02,Bageshwar,,,566.0,,,,,76414.0,68938.0,103994.0,79112.0,1,2514,2461.0,1.0,2319.0,2261.0
2021-12-02,Chamoli,,,972.0,,,,,111118.0,105450.0,154138.0,113281.0,1,3987,4013.0,0.0,6486.0,6554.0
2021-12-02,Champawat,,,843.0,,,,,71374.0,62294.0,103937.0,68353.0,0,2244,2228.0,20.0,7466.0,6818.0
2021-12-02,Dehradun,,,13531.0,,,,,521822.0,413802.0,910405.0,598110.0,17,37215,33293.0,15.0,30627.0,27972.0
2021-12-02,Haridwar,,,14489.0,,,,,438653.0,335568.0,976053.0,504665.0,2,17427,17506.0,0.0,48346.0,48134.0
2021-12-02,Nainital,,,6008.0,,,,,264024.0,202623.0,436069.0,262848.0,15,14180,11779.0,28.0,20087.0,17601.0
2021-12-02,Pauri,,,2548.0,,,,,192779.0,149563.0,231275.0,131687.0,1,7910,7469.0,7.0,7082.0,6188.0
2021-12-02,Pithoragarh,,,1937.0,,,,,128728.0,102678.0,180896.0,114836.0,11,4093,3962.0,16.0,8307.0,7799.0
2021-12-02,Rudraprayag,,,575.0,,,,,68724.0,56886.0,98161.0,66745.0,0,2462,2448.0,0.0,2686.0,2651.0
2021-12-02,Tehri,,,2330.0,,,,,157019.0,131531.0,220847.0,123558.0,0,6247,6215.0,1.0,4912.0,4860.0
2021-12-02,Total,,,61539.0,,,,,2696487.0,2144207.0,4595912.0,2760654.0,49,120195,113201.0,111.0,187931.0,176575.0
2021-12-02,US Nagar,,,15536.0,,,,,398629.0,296668.0,854240.0,491912.0,1,12439,12401.0,20.0,34684.0,31709.0
2021-12-02,Uttarkashi,,,827.0,,,,,87274.0,81270.0,140794.0,100257.0,0,3460,3465.0,1.0,4984.0,4966.0
2021-12-03,Almora,,,1273.0,,,,,179949.0,137194.0,185210.0,106178.0,0,6017,5961.0,1.0,9945.0,9063.0
2021-12-03,Bageshwar,,,446.0,,,,,76426.0,69040.0,104037.0,79401.0,3,2514,2464.0,0.0,2319.0,2261.0
2021-12-03,Chamoli,,,2562.0,,,,,111126.0,105866.0,154188.0,115369.0,0,3987,4013.0,0.0,6486.0,6554.0
2021-12-03,Champawat,,,1015.0,,,,,71398.0,62717.0,104049.0,68809.0,0,2244,2228.0,6.0,7466.0,6824.0
2021-12-03,Dehradun,,,13310.0,,,,,522275.0,415638.0,912579.0,606957.0,17,37215,33310.0,14.0,30627.0,27986.0
2021-12-03,Haridwar,,,14475.0,,,,,438852.0,337930.0,977211.0,515421.0,4,17427,17510.0,2.0,48346.0,48136.0
2021-12-03,Nainital,,,7145.0,,,,,264190.0,204221.0,436875.0,267423.0,7,14180,11786.0,24.0,20087.0,17625.0
2021-12-03,Pauri,,,2225.0,,,,,192829.0,149967.0,231544.0,133189.0,0,7910,7469.0,4.0,7082.0,6192.0
2021-12-03,Pithoragarh,,,1847.0,,,,,128752.0,103093.0,181010.0,116130.0,12,4093,3974.0,16.0,8307.0,7815.0
2021-12-03,Rudraprayag,,,577.0,,,,,68739.0,57026.0,98238.0,67090.0,0,2462,2448.0,0.0,2686.0,2651.0
2021-12-03,Tehri,,,2291.0,,,,,157074.0,131961.0,221124.0,125087.0,1,6247,6216.0,1.0,4912.0,4861.0
2021-12-03,Total,,,62555.0,,,,,2697787.0,2155474.0,4602524.0,2804030.0,44,120195,113245.0,97.0,187932.0,176671.0
2021-12-03,US Nagar,,,14599.0,,,,,398896.0,299494.0,855613.0,502045.0,0,12439,12401.0,24.0,34685.0,31732.0
2021-12-03,Uttarkashi,,,790.0,,,,,87281.0,81327.0,140846.0,100931.0,0,3460,3465.0,5.0,4984.0,4971.0
2021-12-04,Almora,,,1723.0,,,,,179982.0,137509.0,185374.0,107389.0,0,6017,5961.0,1.0,9945.0,9064.0
2021-12-04,Bageshwar,,,488.0,,,,,76439.0,69170.0,104080.0,79703.0,1,2514,2465.0,2.0,2319.0,2263.0
2021-12-04,Chamoli,,,1182.0,,,,,111129.0,106045.0,154206.0,116351.0,0,3987,4013.0,0.0,6486.0,6554.0
2021-12-04,Champawat,,,647.0,,,,,71407.0,62913.0,104120.0,69180.0,2,2244,2230.0,12.0,7466.0,6836.0
2021-12-04,Dehradun,,,12495.0,,,,,522641.0,417272.0,914437.0,615594.0,19,37215,33329.0,20.0,30627.0,28006.0
2021-12-04,Haridwar,,,14779.0,,,,,439062.0,340055.0,978514.0,526562.0,0,17427,17510.0,3.0,48346.0,48139.0
2021-12-04,Nainital,,,7993.0,,,,,264448.0,205841.0,437938.0,272475.0,11,14180,11797.0,33.0,20088.0,17657.0
2021-12-04,Pauri,,,2336.0,,,,,192905.0,150450.0,231796.0,134714.0,2,7910,7471.0,3.0,7082.0,6195.0
2021-12-04,Pithoragarh,,,1830.0,,,,,128793.0,103561.0,181144.0,117317.0,6,4093,3980.0,11.0,8307.0,7826.0
2021-12-04,Rudraprayag,,,888.0,,,,,68751.0,57367.0,98280.0,67583.0,1,2462,2449.0,2.0,2686.0,2653.0
2021-12-04,Tehri,,,2248.0,,,,,157117.0,132415.0,221437.0,126525.0,0,6247,6216.0,1.0,4912.0,4862.0
2021-12-04,Total,,,69073.0,,,,,2699237.0,2167802.0,4609874.0,2851975.0,46,120195,113291.0,127.0,187933.0,176797.0
2021-12-04,US Nagar,,,22104.0,,,,,399276.0,303839.0,857654.0,517383.0,3,12439,12404.0,39.0,34685.0,31771.0
2021-12-04,Uttarkashi,,,360.0,,,,,87287.0,81365.0,140894.0,101199.0,1,3460,3466.0,0.0,4984.0,4971.0
2021-12-05,Almora,,,307.0,,,,,179990.0,137566.0,185415.0,107590.0,1,6017,5962.0,3.0,9945.0,9067.0
2021-12-05,Bageshwar,,,304.0,,,,,76450.0,69237.0,104093.0,79916.0,0,2514,2465.0,1.0,2319.0,2264.0
2021-12-05,Chamoli,,,545.0,,,,,111129.0,106123.0,154209.0,116815.0,0,3987,4013.0,0.0,6486.0,6554.0
2021-12-05,Champawat,,,661.0,,,,,71424.0,63132.0,104223.0,69502.0,0,2244,2230.0,2.0,7466.0,6838.0
2021-12-05,Dehradun,,,7050.0,,,,,522868.0,418211.0,915514.0,620401.0,5,37215,33334.0,9.0,30627.0,28015.0
2021-12-05,Haridwar,,,8083.0,,,,,439185.0,341207.0,979270.0,532614.0,2,17427,17512.0,4.0,48346.0,48143.0
2021-12-05,Nainital,,,2387.0,,,,,264522.0,206272.0,438261.0,274034.0,12,14180,11809.0,9.0,20088.0,17666.0
2021-12-05,Pauri,,,382.0,,,,,192920.0,150580.0,231824.0,134923.0,0,7910,7471.0,0.0,7082.0,6195.0
2021-12-05,Pithoragarh,,,1139.0,,,,,128820.0,103765.0,181236.0,118133.0,1,4093,3981.0,6.0,8307.0,7832.0
2021-12-05,Rudraprayag,,,381.0,,,,,68765.0,57463.0,98298.0,67836.0,0,2462,2449.0,1.0,2686.0,2654.0
2021-12-05,Tehri,,,452.0,,,,,157131.0,132504.0,221485.0,126826.0,0,6247,6216.0,5.0,4912.0,4867.0
2021-12-05,Total,,,42154.0,,,,,2700075.0,2175178.0,4614208.0,2881581.0,22,120195,113313.0,72.0,187933.0,176869.0
2021-12-05,US Nagar,,,20384.0,,,,,399584.0,307744.0,859480.0,531728.0,1,12439,12405.0,32.0,34685.0,31803.0
2021-12-05,Uttarkashi,,,79.0,,,,,87287.0,81374.0,140900.0,101263.0,0,3460,3466.0,0.0,4984.0,4971.0
2021-12-06,Almora,,,1841.0,,,,,180021.0,137944.0,185529.0,108908.0,1,6017,5963.0,2.0,9945.0,9069.0
2021-12-06,Bageshwar,,,565.0,,,,,76457.0,69422.0,104133.0,80249.0,1,2514,2466.0,4.0,2319.0,2268.0
2021-12-06,Chamoli,,,1476.0,,,,,111132.0,106376.0,154255.0,117989.0,0,3987,4013.0,0.0,6486.0,6554.0
2021-12-06,Champawat,,,739.0,,,,,71438.0,63481.0,104299.0,69802.0,1,2244,2231.0,15.0,7466.0,6853.0
2021-12-06,Dehradun,,,14024.0,,,,,523342.0,420352.0,917717.0,629607.0,12,37215,33346.0,21.0,30627.0,28036.0
2021-12-06,Haridwar,,,21764.0,,,,,439558.0,344694.0,981251.0,548537.0,16,17443,17512.0,2.0,48346.0,48145.0
2021-12-06,Nainital,,,7427.0,,,,,264747.0,208000.0,439082.0,278687.0,60,14180,11869.0,36.0,20088.0,17702.0
2021-12-06,Pauri,,,2860.0,,,,,193006.0,151169.0,232098.0,136834.0,1,7910,7472.0,1.0,7082.0,6196.0
2021-12-06,Pithoragarh,,,2000.0,,,,,128862.0,104314.0,181372.0,119406.0,9,4093,3990.0,7.0,8307.0,7839.0
2021-12-06,Rudraprayag,,,403.0,,,,,68779.0,57548.0,98350.0,68088.0,0,2462,2449.0,3.0,2686.0,2657.0
2021-12-06,Tehri,,,2910.0,,,,,157205.0,133082.0,221852.0,128717.0,1,6247,6217.0,4.0,4912.0,4871.0
2021-12-06,Total,,,77033.0,,,,,2701790.0,2189686.0,4622482.0,2934117.0,108,120211,113405.0,130.0,187933.0,176999.0
2021-12-06,US Nagar,,,20421.0,,,,,399953.0,311867.0,861619.0,545518.0,5,12439,12410.0,35.0,34685.0,31838.0
2021-12-06,Uttarkashi,,,603.0,,,,,87290.0,81437.0,140925.0,101775.0,1,3460,3467.0,0.0,4984.0,4971.0
2021-12-07,Almora,,,1751.0,,,,,180057.0,138322.0,185682.0,110092.0,1,6017,5964.0,2.0,9945.0,9071.0
2021-12-07,Bageshwar,,,318.0,,,,,76467.0,69478.0,104167.0,80467.0,0,2514,2466.0,1.0,2319.0,2269.0
2021-12-07,Chamoli,,,1634.0,,,,,111133.0,106626.0,154286.0,119341.0,0,3987,4013.0,1.0,6486.0,6555.0
2021-12-07,Champawat,,,669.0,,,,,71458.0,63649.0,104394.0,70188.0,0,2244,2231.0,22.0,7466.0,6875.0
2021-12-07,Dehradun,,,13569.0,,,,,523767.0,422403.0,919824.0,638593.0,18,37215,33364.0,25.0,30627.0,28061.0
2021-12-07,Haridwar,,,25182.0,,,,,439971.0,348938.0,983400.0,566913.0,38,17481,17512.0,3.0,48346.0,48148.0
2021-12-07,Nainital,,,6420.0,,,,,264923.0,209461.0,439829.0,282723.0,51,14180,11920.0,20.0,20089.0,17721.0
2021-12-07,Pauri,,,1956.0,,,,,193074.0,151555.0,232305.0,138129.0,1,7910,7473.0,1.0,7082.0,6197.0
2021-12-07,Pithoragarh,,,1894.0,,,,,128908.0,104877.0,181506.0,120557.0,0,4093,3990.0,7.0,8307.0,7846.0
2021-12-07,Rudraprayag,,,367.0,,,,,68788.0,57642.0,98390.0,68312.0,0,2462,2449.0,0.0,2686.0,2657.0
2021-12-07,Tehri,,,2800.0,,,,,157312.0,133587.0,222238.0,130519.0,1,6247,6218.0,0.0,4912.0,4871.0
2021-12-07,Total,,,70768.0,,,,,2703395.0,2202273.0,4630180.0,2982995.0,110,120249,113477.0,103.0,187934.0,177101.0
2021-12-07,US Nagar,,,13031.0,,,,,400234.0,314132.0,863138.0,554484.0,0,12439,12410.0,20.0,34685.0,31858.0
2021-12-07,Uttarkashi,,,1177.0,,,,,87303.0,81603.0,141021.0,102677.0,0,3460,3467.0,1.0,4984.0,4972.0
2021-12-08,Almora,,,1007.0,,,,,180075.0,138510.0,185745.0,110830.0,0,6017,5964.0,3.0,9945.0,9074.0
2021-12-08,Bageshwar,,,274.0,,,,,76471.0,69533.0,104185.0,80664.0,0,2514,2466.0,0.0,2319.0,2269.0
2021-12-08,Chamoli,,,1035.0,,,,,111140.0,106820.0,154317.0,120144.0,0,3987,4013.0,0.0,6486.0,6555.0
2021-12-08,Champawat,,,425.0,,,,,71484.0,63780.0,104482.0,70368.0,0,2244,2231.0,30.0,7466.0,6905.0
2021-12-08,Dehradun,,,9695.0,,,,,524083.0,423784.0,921320.0,645095.0,9,37215,33373.0,9.0,30627.0,28070.0
2021-12-08,Haridwar,,,20960.0,,,,,440395.0,352645.0,985333.0,581809.0,41,17517,17517.0,1.0,48346.0,48149.0
2021-12-08,Nainital,,,6002.0,,,,,265059.0,210945.0,440460.0,286474.0,102,14180,12022.0,28.0,20089.0,17749.0
2021-12-08,Pauri,,,1089.0,,,,,193103.0,151793.0,232423.0,138833.0,0,7910,7473.0,3.0,7082.0,6200.0
2021-12-08,Pithoragarh,,,1450.0,,,,,128943.0,105264.0,181639.0,121452.0,0,4093,3990.0,3.0,8307.0,7849.0
2021-12-08,Rudraprayag,,,343.0,,,,,68798.0,57746.0,98423.0,68508.0,0,2462,2449.0,0.0,2686.0,2657.0
2021-12-08,Tehri,,,1807.0,,,,,157369.0,133953.0,222436.0,131705.0,0,6247,6218.0,0.0,4912.0,4871.0
2021-12-08,Total,,,57188.0,,,,,2704720.0,2212712.0,4636305.0,3022294.0,156,120285,113597.0,85.0,187934.0,177186.0
2021-12-08,US Nagar,,,11224.0,,,,,400479.0,316070.0,864386.0,562277.0,4,12439,12414.0,6.0,34685.0,31864.0
2021-12-08,Uttarkashi,,,1877.0,,,,,87321.0,81869.0,141156.0,104135.0,0,3460,3467.0,2.0,4984.0,4974.0
2021-12-09,Almora,,,1408.0,,,,,180099.0,138804.0,185835.0,111830.0,1,6017,5965.0,0.0,9945.0,9074.0
2021-12-09,Bageshwar,,,296.0,,,,,76473.0,69607.0,104209.0,80860.0,0,2514,2466.0,1.0,2319.0,2270.0
2021-12-09,Chamoli,,,980.0,,,,,111143.0,107038.0,154329.0,120891.0,0,3987,4013.0,1.0,6486.0,6556.0
2021-12-09,Champawat,,,813.0,,,,,71496.0,63920.0,104565.0,70946.0,0,2244,2231.0,34.0,7466.0,6939.0
2021-12-09,Dehradun,,,10502.0,,,,,524452.0,425410.0,922967.0,651955.0,15,37215,33388.0,10.0,30627.0,28080.0
2021-12-09,Haridwar,,,11192.0,,,,,440608.0,354499.0,986318.0,589949.0,16,17532,17518.0,2.0,48347.0,48150.0
2021-12-09,Nainital,,,6179.0,,,,,265244.0,212470.0,441135.0,290268.0,112,14180,12134.0,65.0,20089.0,17814.0
2021-12-09,Pauri,,,2500.0,,,,,193183.0,152330.0,232677.0,140462.0,2,7910,7475.0,4.0,7082.0,6204.0
2021-12-09,Pithoragarh,,,1562.0,,,,,128974.0,105618.0,181759.0,122509.0,1,4093,3991.0,5.0,8307.0,7854.0
2021-12-09,Rudraprayag,,,303.0,,,,,68806.0,57806.0,98466.0,68700.0,0,2462,2449.0,0.0,2686.0,2657.0
2021-12-09,Tehri,,,1791.0,,,,,157426.0,134267.0,222639.0,132922.0,1,6247,6219.0,3.0,4912.0,4874.0
2021-12-09,Total,,,50249.0,,,,,2705942.0,2221925.0,4641840.0,3056573.0,149,120300,113731.0,138.0,187935.0,177323.0
2021-12-09,US Nagar,,,11381.0,,,,,400691.0,318092.0,865649.0,570161.0,1,12439,12415.0,11.0,34685.0,31875.0
2021-12-09,Uttarkashi,,,1342.0,,,,,87347.0,82064.0,141292.0,105120.0,0,3460,3467.0,2.0,4984.0,4976.0
2021-12-10,Almora,,,1506.0,,,,,180136.0,139145.0,185947.0,112846.0,1,6017,5966.0,4.0,9945.0,9078.0
2021-12-10,Bageshwar,,,358.0,,,,,76481.0,69701.0,104237.0,81088.0,1,2514,2467.0,1.0,2319.0,2271.0
2021-12-10,Chamoli,,,1401.0,,,,,111152.0,107269.0,154384.0,121997.0,0,3987,4013.0,3.0,6486.0,6559.0
2021-12-10,Champawat,,,695.0,,,,,71510.0,64087.0,104630.0,71395.0,0,2244,2231.0,54.0,7466.0,6993.0
2021-12-10,Dehradun,,,9916.0,,,,,524777.0,426984.0,924402.0,658537.0,13,37215,33401.0,8.0,30627.0,28088.0
2021-12-10,Haridwar,,,8618.0,,,,,440759.0,355974.0,987083.0,596176.0,1,17532,17519.0,1.0,48347.0,48151.0
2021-12-10,Nainital,,,6174.0,,,,,265416.0,214088.0,441819.0,293968.0,142,14180,12276.0,170.0,20089.0,17984.0
2021-12-10,Pauri,,,2484.0,,,,,193258.0,152815.0,232913.0,142150.0,1,7910,7476.0,0.0,7082.0,6204.0
2021-12-10,Pithoragarh,,,1463.0,,,,,129006.0,105991.0,181870.0,123456.0,9,4093,4000.0,56.0,8307.0,7910.0
2021-12-10,Rudraprayag,,,351.0,,,,,68817.0,57889.0,98493.0,68930.0,0,2462,2449.0,0.0,2686.0,2657.0
2021-12-10,Tehri,,,2324.0,,,,,157496.0,134736.0,222901.0,134445.0,0,6247,6219.0,0.0,4912.0,4874.0
2021-12-10,Total,,,46686.0,,,,,2707058.0,2231010.0,4646788.0,3088110.0,171,120300,113902.0,315.0,187936.0,177637.0
2021-12-10,US Nagar,,,10406.0,,,,,400887.0,320104.0,866712.0,577296.0,3,12439,12418.0,15.0,34686.0,31889.0
2021-12-10,Uttarkashi,,,990.0,,,,,87363.0,82227.0,141397.0,105826.0,0,3460,3467.0,3.0,4984.0,4979.0
2021-12-11,Almora,,,1894.0,,,,,180181.0,139578.0,186078.0,114131.0,1,6017,5967.0,4.0,9945.0,9082.0
2021-12-11,Bageshwar,,,305.0,,,,,76490.0,69766.0,104249.0,81307.0,0,2514,2467.0,1.0,2319.0,2272.0
2021-12-11,Chamoli,,,984.0,,,,,111155.0,107463.0,154406.0,122762.0,1,3987,4014.0,0.0,6486.0,6559.0
2021-12-11,Champawat,,,773.0,,,,,71521.0,64319.0,104701.0,71854.0,0,2244,2231.0,60.0,7466.0,7053.0
2021-12-11,Dehradun,,,8285.0,,,,,524997.0,428118.0,925663.0,664207.0,7,37215,33408.0,10.0,30627.0,28098.0
2021-12-11,Haridwar,,,8389.0,,,,,440929.0,357312.0,987840.0,602300.0,2,17532,17521.0,1.0,48347.0,48152.0
2021-12-11,Nainital,,,5351.0,,,,,265562.0,215183.0,442496.0,297401.0,38,14180,12314.0,207.0,20089.0,18191.0
2021-12-11,Pauri,,,1901.0,,,,,193327.0,153249.0,233104.0,143357.0,2,7910,7478.0,1.0,7082.0,6205.0
2021-12-11,Pithoragarh,,,1377.0,,,,,129038.0,106344.0,181963.0,124355.0,0,4093,4000.0,5.0,8307.0,7915.0
2021-12-11,Rudraprayag,,,329.0,,,,,68834.0,57959.0,98528.0,69137.0,0,2462,2449.0,0.0,2686.0,2657.0
2021-12-11,Tehri,,,1713.0,,,,,157532.0,135013.0,223072.0,135674.0,1,6247,6220.0,1.0,4912.0,4875.0
2021-12-11,Total,,,42818.0,,,,,2708036.0,2238802.0,4651358.0,3117588.0,53,120300,113955.0,312.0,187936.0,177949.0
2021-12-11,US Nagar,,,10794.0,,,,,401102.0,322167.0,867802.0,584722.0,1,12439,12419.0,18.0,34686.0,31907.0
2021-12-11,Uttarkashi,,,723.0,,,,,87368.0,82331.0,141456.0,106381.0,0,3460,3467.0,4.0,4984.0,4983.0
2021-12-12,Almora,,,879.0,,,,,180209.0,139818.0,186151.0,114669.0,0,6017,5967.0,0.0,9945.0,9082.0
2021-12-12,Bageshwar,,,155.0,,,,,76492.0,69802.0,104258.0,81415.0,0,2514,2467.0,2.0,2319.0,2274.0
2021-12-12,Chamoli,,,542.0,,,,,111155.0,107555.0,154406.0,123212.0,0,3987,4014.0,0.0,6486.0,6559.0
2021-12-12,Champawat,,,340.0,,,,,71527.0,64377.0,104714.0,72117.0,0,2244,2231.0,1.0,7466.0,7054.0
2021-12-12,Dehradun,,,4245.0,,,,,525099.0,428652.0,926253.0,667226.0,4,37215,33412.0,3.0,30627.0,28101.0
2021-12-12,Haridwar,,,3772.0,,,,,440999.0,357816.0,988256.0,605082.0,1,17532,17522.0,1.0,48347.0,48153.0
2021-12-12,Nainital,,,1747.0,,,,,265611.0,215482.0,442765.0,298531.0,2,14180,12316.0,18.0,20089.0,18209.0
2021-12-12,Pauri,,,380.0,,,,,193340.0,153340.0,233138.0,143599.0,1,7910,7479.0,8.0,7082.0,6213.0
2021-12-12,Pithoragarh,,,820.0,,,,,129060.0,106524.0,182059.0,124877.0,0,4093,4000.0,5.0,8307.0,7920.0
2021-12-12,Rudraprayag,,,156.0,,,,,68841.0,58013.0,98534.0,69226.0,0,2462,2449.0,0.0,2686.0,2657.0
2021-12-12,Tehri,,,401.0,,,,,157545.0,135112.0,223105.0,135930.0,0,6247,6220.0,0.0,4912.0,4875.0
2021-12-12,Total,,,18017.0,,,,,2708401.0,2241770.0,4653270.0,3130360.0,8,120300,113963.0,54.0,187936.0,178003.0
2021-12-12,US Nagar,,,4469.0,,,,,401155.0,322936.0,868150.0,588021.0,0,12439,12419.0,16.0,34686.0,31923.0
2021-12-12,Uttarkashi,,,111.0,,,,,87368.0,82343.0,141481.0,106455.0,0,3460,3467.0,0.0,4984.0,4983.0
2021-12-13,Almora,,,1926.0,,,,,180235.0,140207.0,186308.0,116023.0,2,6017,5969.0,0.0,9945.0,9082.0
2021-12-13,Bageshwar,,,265.0,,,,,76497.0,69886.0,104280.0,81569.0,0,2514,2467.0,0.0,2319.0,2274.0
2021-12-13,Chamoli,,,716.0,,,,,111159.0,107680.0,154428.0,123777.0,1,3987,4015.0,1.0,6486.0,6560.0
2021-12-13,Champawat,,,310.0,,,,,71545.0,64426.0,104777.0,72297.0,0,2244,2231.0,20.0,7466.0,7074.0
2021-12-13,Dehradun,,,8693.0,,,,,525398.0,430021.0,927570.0,672934.0,6,37215,33418.0,6.0,30627.0,28107.0
2021-12-13,Haridwar,,,6274.0,,,,,441108.0,358732.0,989004.0,609583.0,1,17532,17523.0,0.0,48347.0,48153.0
2021-12-13,Nainital,,,4610.0,,,,,265745.0,216410.0,443286.0,301558.0,1,14180,12317.0,28.0,20089.0,18237.0
2021-12-13,Pauri,,,2317.0,,,,,193405.0,153818.0,233330.0,145181.0,8,7911,7486.0,3.0,7082.0,6216.0
2021-12-13,Pithoragarh,,,1091.0,,,,,129090.0,106765.0,182143.0,125613.0,0,4093,4000.0,0.0,8307.0,7920.0
2021-12-13,Rudraprayag,,,162.0,,,,,68849.0,58040.0,98547.0,69340.0,0,2462,2449.0,0.0,2686.0,2657.0
2021-12-13,Tehri,,,1611.0,,,,,157593.0,135395.0,223286.0,137029.0,1,6247,6221.0,0.0,4912.0,4875.0
2021-12-13,Total,,,37415.0,,,,,2709303.0,2248451.0,4657389.0,3156073.0,20,120301,113982.0,67.0,187936.0,178070.0
2021-12-13,US Nagar,,,8461.0,,,,,401302.0,324545.0,868886.0,593990.0,0,12439,12419.0,8.0,34686.0,31931.0
2021-12-13,Uttarkashi,,,979.0,,,,,87377.0,82526.0,141544.0,107179.0,0,3460,3467.0,1.0,4984.0,4984.0
2021-12-14,Almora,,,1865.0,,,,,180270.0,140707.0,186458.0,117203.0,1,6017,5970.0,0.0,9945.0,9082.0
2021-12-14,Bageshwar,,,318.0,,,,,76500.0,69975.0,104293.0,81782.0,1,2514,2468.0,0.0,2319.0,2274.0
2021-12-14,Chamoli,,,552.0,,,,,111165.0,107755.0,154442.0,124234.0,0,3987,4015.0,0.0,6486.0,6560.0
2021-12-14,Champawat,,,285.0,,,,,71555.0,64476.0,104816.0,72483.0,0,2244,2231.0,8.0,7466.0,7082.0
2021-12-14,Dehradun,,,10383.0,,,,,525736.0,431653.0,929046.0,679871.0,11,37215,33429.0,6.0,30627.0,28113.0
2021-12-14,Haridwar,,,6753.0,,,,,441273.0,359760.0,989792.0,614355.0,1,17532,17524.0,0.0,48347.0,48153.0
2021-12-14,Nainital,,,5021.0,,,,,265879.0,217447.0,443833.0,304861.0,2,14180,12319.0,18.0,20089.0,18255.0
2021-12-14,Pauri,,,1878.0,,,,,193454.0,154194.0,233503.0,146461.0,2,7911,7488.0,0.0,7082.0,6216.0
2021-12-14,Pithoragarh,,,1522.0,,,,,129153.0,107103.0,182308.0,126569.0,0,4093,4000.0,3.0,8307.0,7923.0
2021-12-14,Rudraprayag,,,357.0,,,,,68853.0,58167.0,98571.0,69542.0,1,2462,2450.0,0.0,2686.0,2657.0
2021-12-14,Tehri,,,1782.0,,,,,157636.0,135659.0,223477.0,138313.0,0,6247,6221.0,0.0,4912.0,4875.0
2021-12-14,Total,,,42364.0,,,,,2710354.0,2255998.0,4662075.0,3185153.0,19,120301,114001.0,46.0,187936.0,178116.0
2021-12-14,US Nagar,,,10421.0,,,,,401494.0,326396.0,869901.0,601353.0,0,12439,12419.0,10.0,34686.0,31941.0
2021-12-14,Uttarkashi,,,1227.0,,,,,87386.0,82706.0,141635.0,108126.0,0,3460,3467.0,1.0,4984.0,4985.0
2021-12-15,Almora,,,1835.0,,,,,180303.0,141177.0,186593.0,118400.0,0,6017,5970.0,0.0,9945.0,9082.0
