date,district_name,hospital_name,cases_new,deaths_new,discharged_new,cases_total,deaths_total,discharged_total,migrated_total
2021-10-02,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-02,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-10-02,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,1,0.0
2021-10-02,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-10-02,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,19,8.0
2021-10-02,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-02,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-10-02,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-10-01,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-10-01,Dehradun,AIIMS Rishikesh,2.0,0.0,0.0,412,97,267,39.0
2021-10-01,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-10-01,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-10-01,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-10-01,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-10-01,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-01,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-01,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-10-01,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,1,0.0
2021-10-01,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-10-01,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,19,8.0
2021-10-01,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-10-01,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-10-01,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-09-30,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-09-30,Dehradun,AIIMS Rishikesh,1.0,0.0,0.0,410,97,267,39.0
2021-09-30,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-09-30,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-09-30,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-09-30,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-09-30,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-30,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-30,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-09-30,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,1,0.0
2021-09-30,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-09-30,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,19,8.0
2021-09-30,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-30,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-09-30,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-09-29,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-09-29,Dehradun,AIIMS Rishikesh,1.0,0.0,0.0,409,97,267,39.0
2021-09-29,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-09-29,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-09-29,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-09-29,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-09-29,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-29,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-29,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-09-29,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,1,0.0
2021-09-29,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-09-29,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,19,8.0
2021-09-29,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-29,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-09-29,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-09-28,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-09-28,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,408,97,267,39.0
2021-09-28,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-09-28,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-09-28,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-09-28,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-09-28,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-28,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-28,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-09-28,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,1,0.0
2021-09-28,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-09-28,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,19,8.0
2021-09-28,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-28,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-09-28,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-09-27,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-09-27,Dehradun,AIIMS Rishikesh,1.0,0.0,0.0,408,97,267,39.0
2021-09-27,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-09-27,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-09-27,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-09-27,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-09-27,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-27,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-27,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-09-27,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,1,0.0
2021-09-27,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-09-27,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,19,8.0
2021-09-27,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-27,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-09-27,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-09-26,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-09-26,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,407,97,267,39.0
2021-09-26,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-09-26,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-09-26,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-09-26,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-09-26,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-26,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-26,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-09-26,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,1,0.0
2021-09-26,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-09-26,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,19,8.0
2021-09-26,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-26,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-09-26,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-09-25,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-09-25,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,407,97,267,39.0
2021-09-25,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-09-25,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-09-25,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-09-25,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-09-25,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-25,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-25,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-09-25,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,1,0.0
2021-09-25,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-09-25,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,19,8.0
2021-09-25,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-25,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-09-25,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-09-24,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-09-24,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,407,97,267,39.0
2021-09-24,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-09-24,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-09-24,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-09-24,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-09-24,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-24,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-24,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-09-24,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,1,0.0
2021-09-24,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-09-24,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,19,8.0
2021-09-24,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-24,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-09-24,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-09-23,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-09-23,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,407,97,267,39.0
2021-09-23,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-09-23,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-09-23,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-09-23,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-09-23,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-23,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-23,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-09-23,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,1,0.0
2021-09-23,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-09-23,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,19,8.0
2021-09-23,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-23,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-09-23,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-09-22,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-09-22,Dehradun,AIIMS Rishikesh,0.0,0.0,4.0,407,97,267,39.0
2021-09-22,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-09-22,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-09-22,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-09-22,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-09-22,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-22,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-22,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-09-22,Dehradun,Military Hospital Dehradun,0.0,0.0,1.0,1,0,1,0.0
2021-09-22,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-09-22,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,7.0,33,6,19,8.0
2021-09-22,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-22,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-09-22,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-09-21,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-09-21,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,407,97,263,39.0
2021-09-21,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-09-21,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-09-21,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-09-21,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-09-21,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-21,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-21,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-09-21,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-09-21,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-09-21,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,10.0,33,6,12,7.0
2021-09-21,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-21,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-09-21,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-09-20,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-09-20,Dehradun,AIIMS Rishikesh,0.0,0.0,2.0,407,97,263,39.0
2021-09-20,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-09-20,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-09-20,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-09-20,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-09-20,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-20,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-20,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-09-20,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-09-20,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-09-20,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,2,1.0
2021-09-20,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-20,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-09-20,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-09-19,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-09-19,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,407,97,261,39.0
2021-09-19,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-09-19,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-09-19,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-09-19,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-09-19,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-19,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-19,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-09-19,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-09-19,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-09-19,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,2,1.0
2021-09-19,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-19,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-09-19,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-09-18,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-09-18,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,407,97,261,39.0
2021-09-18,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-09-18,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-09-18,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-09-18,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-09-18,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-18,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-18,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-09-18,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-09-18,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-09-18,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,2,1.0
2021-09-18,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-18,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-09-18,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-09-17,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-09-17,Dehradun,AIIMS Rishikesh,1.0,0.0,0.0,407,97,261,39.0
2021-09-17,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-09-17,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-09-17,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-09-17,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-09-17,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-17,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-17,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-09-17,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-09-17,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-09-17,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,2,1.0
2021-09-17,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-17,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-09-17,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-09-16,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-09-16,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,406,97,261,39.0
2021-09-16,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-09-16,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-09-16,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-09-16,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-09-16,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-16,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-16,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-09-16,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-09-16,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-09-16,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,2,1.0
2021-09-16,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-16,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-09-16,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-09-15,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-09-15,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,406,97,261,39.0
2021-09-15,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-09-15,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-09-15,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-09-15,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-09-15,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-15,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-15,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-09-15,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-09-15,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-09-15,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,2,1.0
2021-09-15,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-15,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-09-15,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-09-14,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-09-14,Dehradun,AIIMS Rishikesh,0.0,1.0,1.0,406,97,261,39.0
2021-09-14,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-09-14,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-09-14,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-09-14,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-09-14,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-14,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-14,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-09-14,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-09-14,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
2021-09-14,Nainital,"Dr. Susheela Tiwari Govt. Hospital, Haldwani",0.0,0.0,0.0,33,6,2,1.0
2021-09-14,Uttarkashi,District Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-14,Haridwar,Military Hospital Roorkee,0.0,0.0,0.0,2,1,1,0.0
2021-09-14,Haridwar,"Aarogyam Hospital, Roorkee",0.0,0.0,0.0,1,0,1,0.0
2021-09-13,Udham Singh Nagar,"JLN District Hospital, Rudrapur",0.0,0.0,0.0,1,1,0,0.0
2021-09-13,Dehradun,AIIMS Rishikesh,0.0,0.0,0.0,406,96,260,39.0
2021-09-13,Dehradun,Max Hospital,0.0,0.0,0.0,17,4,12,1.0
2021-09-13,Dehradun,Doon Medical College,0.0,0.0,0.0,24,1,14,9.0
2021-09-13,Dehradun,Sri Mahant Indresh Hospital,0.0,0.0,0.0,33,3,30,0.0
2021-09-13,Dehradun,HIHT Joly Grant,0.0,0.0,0.0,51,17,28,6.0
2021-09-13,Dehradun,Aarogyadham Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-13,Dehradun,ONGC Hospital,0.0,0.0,0.0,2,0,0,2.0
2021-09-13,Dehradun,Synergy Hospital,0.0,0.0,0.0,2,1,0,1.0
2021-09-13,Dehradun,Military Hospital Dehradun,0.0,0.0,0.0,1,0,0,0.0
2021-09-13,Nainital,"Krishna Hospital, Haldwani",0.0,0.0,0.0,3,1,2,0.0
